,pop,depth,cell.type,cell.type.idx,x,y
cell145,5_3,1.03378378378378,5_3_1,5,15,7
cell146,4_1,1.03703703703704,4_1_3,9,9,6
cell147,5_2,1.02027027027027,5_2_1,3,18,8
cell148,5_2,1.01351351351351,5_2_1,3,7,8
cell149,4_1,1.01683501683502,4_1_3,9,2,17
cell150,5_2,1,5_2_1,3,7,7
cell151,4_5,1,4_5_2,2,12,7
cell152,4_5,1,4_5_2,2,14,8
cell153,4_1,0.98989898989899,4_1_3,9,2,16
cell154,4_5,0.986486486486487,4_5_2,2,2,15
cell155,4_1,0.976430976430976,4_1_2,8,12,6
cell156,4_5,0.972972972972973,4_5_2,2,11,8
cell157,4_5,0.966216216216216,4_5_2,2,14,21
cell158,4_5,0.95945945945946,4_5_2,2,18,9
cell159,4_5,0.952702702702703,4_5_2,2,4,15
cell160,4_5,0.945945945945946,4_5_2,2,8,9
cell161,4_5,0.939189189189189,4_5_2,2,6,8
cell162,4_5,0.932432432432432,4_5_2,2,6,18
cell163,4_5,0.925675675675676,4_5_2,2,7,20
cell164,4_5,0.918918918918919,4_5_2,2,4,16
cell165,4_5,0.912162162162162,4_5_2,2,7,15
cell166,4_5,0.905405405405405,4_5_2,2,5,13
cell167,4_5,0.898648648648649,4_5_2,2,20,11
cell168,4_5,0.891891891891892,4_5_2,2,11,13
cell169,4_5,0.885135135135135,4_5_2,2,6,20
cell170,4_5,0.878378378378378,4_5_2,2,21,11
cell171,4_5,0.871621621621622,4_5_2,2,6,19
cell172,4_5,0.864864864864865,4_5_2,2,9,19
cell173,4_1,0.855218855218855,4_1_2,8,10,6
cell174,4_5,0.851351351351351,4_5_2,2,7,9
cell175,4_5,0.844594594594595,4_5_2,2,21,12
cell176,4_1,0.835016835016835,4_1_2,8,1,17
cell177,4_1,0.828282828282828,4_1_2,8,8,6
cell178,4_1,0.821548821548821,4_1_2,8,7,10
cell179,4_5,0.817567567567568,4_5_2,2,5,12
cell180,4_5,0.810810810810811,4_5_2,2,3,15
cell181,4_5,0.804054054054054,4_5_2,2,2,14
cell182,4_5,0.797297297297297,4_5_2,2,5,11
cell183,4_5,0.790540540540541,4_5_2,2,19,9
cell184,4_5,0.783783783783784,4_5_2,2,15,21
cell185,4_5,0.777027027027027,4_5_2,2,19,14
cell186,4_5,0.77027027027027,4_5_2,2,13,7
cell187,4_1,0.760942760942761,4_1_2,8,5,18
cell188,4_1,0.754208754208754,4_1_2,8,5,8
cell189,4_5,0.75,4_5_2,2,14,7
cell190,4_5,0.743243243243243,4_5_2,2,16,21
cell191,4_5,0.736486486486487,4_5_2,2,3,18
cell192,4_1,0.727272727272727,4_1_2,8,15,22
cell193,4_5,0.722972972972973,4_5_2,2,11,19
cell194,4_5,0.716216216216216,4_5_2,2,17,17
cell195,4_5,0.70945945945946,4_5_2,2,21,13
cell196,4_5,0.702702702702703,4_5_2,2,16,22
cell197,4_5,0.695945945945946,4_5_2,2,17,21
cell198,4_1,0.686868686868687,4_1_2,8,6,10
cell199,4_1,0.68013468013468,4_1_2,8,3,16
cell200,4_5,0.675675675675676,4_5_2,2,22,11
cell201,4_5,0.668918918918919,4_5_2,2,4,12
cell202,4_1,0.65993265993266,4_1_2,8,3,14
cell203,4_1,0.653198653198653,4_1_2,8,13,6
cell204,4_5,0.648648648648649,4_5_2,2,4,19
cell205,4_1,0.63973063973064,4_1_2,8,15,19
cell206,4_5,0.635135135135135,4_5_2,2,17,22
cell207,4_1,0.626262626262626,4_1_2,8,6,11
cell208,4_5,0.621621621621622,4_5_2,2,20,12
cell209,4_5,0.614864864864865,4_5_2,2,20,9
cell210,4_1,0.606060606060606,4_1_2,8,15,23
cell211,4_5,0.601351351351351,4_5_2,2,22,13
cell212,4_5,0.594594594594595,4_5_2,2,22,12
cell213,4_5,0.587837837837838,4_5_2,2,8,5
cell214,4_5,0.581081081081081,4_5_2,2,9,5
cell215,4_5,0.574324324324324,4_5_2,2,9,4
cell216,4_1,0.565656565656566,4_1_2,8,13,5
cell217,4_1,0.558922558922559,4_1_2,8,17,18
cell218,4_1,0.552188552188552,4_1_2,8,14,23
cell219,4_1,0.545454545454545,4_1_2,8,2,18
cell220,4_5,0.540540540540541,4_5_2,2,21,10
cell221,4_1,0.531986531986532,4_1_2,8,5,9
cell222,4_1,0.525252525252525,4_1_2,8,10,7
cell223,4_1,0.518518518518518,4_1_2,8,3,19
cell224,4_5,0.513513513513514,4_5_2,2,17,20
cell225,4_1,0.505050505050505,4_1_2,8,6,9
cell226,4_5,0.5,4_5_1,1,7,5
cell227,4_5,0.493243243243243,4_5_1,1,1,14
cell228,4_1,0.484848484848485,4_1_1,7,2,19
cell229,4_1,0.478114478114478,4_1_1,7,5,19
cell230,4_5,0.472972972972973,4_5_1,1,22,10
cell231,4_5,0.466216216216216,4_5_1,1,3,20
cell232,4_5,0.45945945945946,4_5_1,1,20,10
cell233,4_5,0.452702702702703,4_5_1,1,23,10
cell234,4_5,0.445945945945946,4_5_1,1,4,14
cell235,4_5,0.439189189189189,4_5_1,1,16,7
cell236,4_5,0.432432432432432,4_5_1,1,6,7
cell237,4_5,0.425675675675676,4_5_1,1,23,11
cell238,4_5,0.418918918918919,4_5_1,1,18,20
cell239,4_1,0.410774410774411,4_1_1,7,7,21
cell240,4_5,0.405405405405405,4_5_1,1,16,8
cell241,4_5,0.398648648648649,4_5_1,1,18,21
cell242,4_5,0.391891891891892,4_5_1,1,7,6
cell243,4_1,0.383838383838384,4_1_1,7,2,20
cell244,4_5,0.378378378378378,4_5_1,1,1,18
cell245,4_1,0.37037037037037,4_1_1,7,1,16
cell246,4_1,0.363636363636364,4_1_1,7,2,21
cell247,4_5,0.358108108108108,4_5_1,1,11,21
cell248,4_1,0.35016835016835,4_1_1,7,12,21
cell249,4_5,0.344594594594595,4_5_1,1,1,19
cell250,4_1,0.336700336700337,4_1_1,7,13,21
cell251,4_1,0.32996632996633,4_1_1,7,14,24
cell252,4_5,0.324324324324324,4_5_1,1,3,12
cell253,4_5,0.317567567567568,4_5_1,1,5,20
cell254,4_5,0.310810810810811,4_5_1,1,2,13
cell255,4_1,0.303030303030303,4_1_1,7,5,10
cell256,4_5,0.297297297297297,4_5_1,1,9,20
cell257,4_5,0.290540540540541,4_5_1,1,9,3
cell258,4_5,0.283783783783784,4_5_1,1,19,8
cell259,4_1,0.276094276094276,4_1_1,7,1,20
cell260,4_1,0.269360269360269,4_1_1,7,4,9
cell261,4_1,0.262626262626263,4_1_1,7,8,21
cell262,4_5,0.256756756756757,4_5_1,1,18,22
cell263,4_1,0.249158249158249,4_1_1,7,19,21
cell264,4_5,0.243243243243243,4_5_1,1,23,13
cell265,4_1,0.235690235690236,4_1_1,7,13,23
cell266,4_5,0.22972972972973,4_5_1,1,16,6
cell267,4_5,0.222972972972973,4_5_1,1,8,7
cell268,4_5,0.216216216216216,4_5_1,1,24,10
cell269,4_5,0.20945945945946,4_5_1,1,18,19
cell270,4_5,0.202702702702703,4_5_1,1,23,14
cell271,4_5,0.195945945945946,4_5_1,1,18,23
cell272,4_5,0.189189189189189,4_5_1,1,19,10
cell273,4_5,0.182432432432432,4_5_1,1,9,21
cell274,4_1,0.175084175084175,4_1_1,7,19,7
cell275,4_1,0.168350168350168,4_1_1,7,6,21
cell276,4_5,0.162162162162162,4_5_1,1,19,20
cell277,4_5,0.155405405405405,4_5_1,1,1,21
cell278,4_5,0.148648648648649,4_5_1,1,10,21
cell279,4_1,0.141414141414141,4_1_1,7,3,13
cell280,4_5,0.135135135135135,4_5_1,1,23,9
cell281,4_5,0.128378378378378,4_5_1,1,11,6
cell282,4_5,0.121621621621622,4_5_1,1,15,18
cell283,4_5,0.114864864864865,4_5_1,1,12,22
cell284,4_5,0.108108108108108,4_5_1,1,23,8
cell285,4_1,0.101010101010101,4_1_1,7,11,5
cell286,4_1,0.0942760942760943,4_1_1,7,14,5
cell287,4_5,0.0878378378378378,4_5_1,1,20,8
cell288,4_1,0.0808080808080808,4_1_1,7,8,3
cell289,4_5,0.0743243243243243,4_5_1,1,6,6
cell290,4_5,0.0675675675675676,4_5_1,1,21,9
cell291,4_5,0.0608108108108108,4_5_1,1,12,23
cell292,4_5,0.0540540540540541,4_5_1,1,18,16
cell293,4_5,0.0472972972972973,4_5_1,1,16,23
cell294,4_5,0.0405405405405405,4_5_1,1,25,10
cell295,4_1,0.0336700336700337,4_1_1,7,19,19
cell296,4_1,0.0269360269360269,4_1_1,7,19,18
cell297,4_1,0.0202020202020202,4_1_1,7,19,17
cell298,4_5,0.0135135135135135,4_5_1,1,16,20
cell299,4_5,0.00675675675675676,4_5_1,1,25,9
cell300,4_5,0,4_5_1,1,14,6
