,pop,depth,cell.type,cell.type.idx,x,y
cell168,4_5,0.891891891891892,4_5_2,2,15,8
cell169,4_1,0.882154882154882,4_1_2,8,19,16
cell170,4_1,0.875420875420875,4_1_2,8,20,18
cell171,4_1,0.868686868686869,4_1_2,8,3,14
cell172,4_5,0.864864864864865,4_5_2,2,9,7
cell173,4_1,0.855218855218855,4_1_2,8,24,13
cell174,4_1,0.848484848484848,4_1_2,8,23,7
cell175,4_1,0.841750841750842,4_1_2,8,13,13
cell176,4_5,0.837837837837838,4_5_2,2,11,17
cell177,4_5,0.831081081081081,4_5_2,2,21,14
cell178,4_5,0.824324324324324,4_5_2,2,3,16
cell179,4_1,0.814814814814815,4_1_2,8,16,6
cell180,4_1,0.808080808080808,4_1_2,8,22,5
cell181,4_5,0.804054054054054,4_5_2,2,5,15
cell182,4_1,0.794612794612795,4_1_2,8,22,4
cell183,4_1,0.787878787878788,4_1_2,8,11,15
cell184,4_5,0.783783783783784,4_5_2,2,9,20
cell185,4_1,0.774410774410774,4_1_2,8,20,6
cell186,4_5,0.77027027027027,4_5_2,2,11,4
cell187,4_5,0.763513513513514,4_5_2,2,19,19
cell188,4_1,0.754208754208754,4_1_2,8,12,14
cell189,4_1,0.747474747474747,4_1_2,8,2,13
cell190,4_5,0.743243243243243,4_5_2,2,8,15
cell191,4_5,0.736486486486487,4_5_2,2,24,14
cell192,4_5,0.72972972972973,4_5_2,2,23,5
cell193,4_5,0.722972972972973,4_5_2,2,13,16
cell194,4_5,0.716216216216216,4_5_2,2,14,5
cell195,4_1,0.707070707070707,4_1_2,8,19,8
cell196,4_5,0.702702702702703,4_5_2,2,2,16
cell197,4_1,0.693602693602694,4_1_2,8,23,9
cell198,4_5,0.689189189189189,4_5_2,2,19,6
cell199,4_5,0.682432432432432,4_5_2,2,19,20
cell200,4_5,0.675675675675676,4_5_2,2,15,5
cell201,4_1,0.666666666666667,4_1_2,8,2,12
cell202,4_5,0.662162162162162,4_5_2,2,2,15
cell203,4_5,0.655405405405405,4_5_2,2,6,11
cell204,4_5,0.648648648648649,4_5_2,2,1,15
cell205,4_5,0.641891891891892,4_5_2,2,14,4
cell206,4_5,0.635135135135135,4_5_2,2,19,5
cell207,4_5,0.628378378378378,4_5_2,2,24,5
cell208,4_5,0.621621621621622,4_5_2,2,1,14
cell209,4_5,0.614864864864865,4_5_2,2,4,11
cell210,4_5,0.608108108108108,4_5_2,2,24,9
cell211,4_5,0.601351351351351,4_5_2,2,18,6
cell212,4_1,0.592592592592593,4_1_2,8,6,16
cell213,4_5,0.587837837837838,4_5_2,2,15,4
cell214,4_1,0.579124579124579,4_1_2,8,8,20
cell215,4_5,0.574324324324324,4_5_2,2,12,16
cell216,4_5,0.567567567567568,4_5_2,2,18,5
cell217,4_5,0.560810810810811,4_5_2,2,11,16
cell218,4_1,0.552188552188552,4_1_2,8,7,17
cell219,4_5,0.547297297297297,4_5_2,2,8,18
cell220,4_1,0.538720538720539,4_1_2,8,17,18
cell221,4_5,0.533783783783784,4_5_2,2,1,13
cell222,4_1,0.525252525252525,4_1_2,8,24,7
cell223,4_5,0.52027027027027,4_5_2,2,7,20
cell224,4_5,0.513513513513514,4_5_2,2,18,7
cell225,4_1,0.505050505050505,4_1_2,8,6,17
cell226,4_1,0.498316498316498,4_1_2,8,16,18
cell227,4_1,0.491582491582492,4_1_2,8,19,17
cell228,4_5,0.486486486486487,4_5_1,1,13,17
cell229,4_5,0.47972972972973,4_5_1,1,10,5
cell230,4_5,0.472972972972973,4_5_1,1,25,12
cell231,4_1,0.464646464646465,4_1_1,7,16,5
cell232,4_1,0.457912457912458,4_1_1,7,25,8
cell233,4_5,0.452702702702703,4_5_1,1,10,6
cell234,4_5,0.445945945945946,4_5_1,1,5,11
cell235,4_1,0.437710437710438,4_1_1,7,5,18
cell236,4_5,0.432432432432432,4_5_1,1,13,15
cell237,4_1,0.424242424242424,4_1_1,7,21,4
cell238,4_5,0.418918918918919,4_5_1,1,18,4
cell239,4_5,0.412162162162162,4_5_1,1,7,11
cell240,4_1,0.404040404040404,4_1_1,7,24,15
cell241,4_5,0.398648648648649,4_5_1,1,10,19
cell242,4_5,0.391891891891892,4_5_1,1,4,10
cell243,4_1,0.383838383838384,4_1_1,7,20,17
cell244,4_5,0.378378378378378,4_5_1,1,14,8
cell245,4_5,0.371621621621622,4_5_1,1,25,10
cell246,4_5,0.364864864864865,4_5_1,1,25,9
cell247,4_5,0.358108108108108,4_5_1,1,24,4
cell248,4_5,0.351351351351351,4_5_1,1,21,5
cell249,4_5,0.344594594594595,4_5_1,1,22,3
cell250,4_1,0.336700336700337,4_1_1,7,5,14
cell251,4_1,0.32996632996633,4_1_1,7,12,5
cell252,4_5,0.324324324324324,4_5_1,1,19,4
cell253,4_5,0.317567567567568,4_5_1,1,15,18
cell254,4_5,0.310810810810811,4_5_1,1,23,4
cell255,4_1,0.303030303030303,4_1_1,7,12,4
cell256,4_5,0.297297297297297,4_5_1,1,9,6
cell257,4_5,0.290540540540541,4_5_1,1,13,18
cell258,4_5,0.283783783783784,4_5_1,1,15,19
cell259,4_5,0.277027027027027,4_5_1,1,26,9
cell260,4_1,0.269360269360269,4_1_1,7,8,6
cell261,4_1,0.262626262626263,4_1_1,7,20,7
cell262,4_1,0.255892255892256,4_1_1,7,22,14
cell263,4_5,0.25,4_5_1,1,8,21
cell264,4_5,0.243243243243243,4_5_1,1,24,3
cell265,4_5,0.236486486486487,4_5_1,1,12,17
cell266,4_5,0.22972972972973,4_5_1,1,7,6
cell267,4_5,0.222972972972973,4_5_1,1,25,14
cell268,4_1,0.215488215488215,4_1_1,7,17,4
cell269,4_1,0.208754208754209,4_1_1,7,23,15
cell270,4_1,0.202020202020202,4_1_1,7,17,6
cell271,4_5,0.195945945945946,4_5_1,1,8,19
cell272,4_5,0.189189189189189,4_5_1,1,18,8
cell273,4_5,0.182432432432432,4_5_1,1,10,18
cell274,4_5,0.175675675675676,4_5_1,1,14,17
cell275,4_5,0.168918918918919,4_5_1,1,10,8
cell276,4_5,0.162162162162162,4_5_1,1,26,14
cell277,4_5,0.155405405405405,4_5_1,1,3,15
cell278,4_5,0.148648648648649,4_5_1,1,20,4
cell279,4_1,0.141414141414141,4_1_1,7,2,11
cell280,4_5,0.135135135135135,4_5_1,1,3,17
cell281,4_5,0.128378378378378,4_5_1,1,26,11
cell282,4_1,0.121212121212121,4_1_1,7,8,5
cell283,4_5,0.114864864864865,4_5_1,1,10,4
cell284,4_5,0.108108108108108,4_5_1,1,3,11
cell285,4_5,0.101351351351351,4_5_1,1,25,4
cell286,4_5,0.0945945945945946,4_5_1,1,6,6
cell287,4_5,0.0878378378378378,4_5_1,1,20,20
cell288,4_1,0.0808080808080808,4_1_1,7,19,7
cell289,4_5,0.0743243243243243,4_5_1,1,21,20
cell290,4_5,0.0675675675675676,4_5_1,1,9,5
cell291,4_1,0.0606060606060606,4_1_1,7,10,3
cell292,4_1,0.0538720538720539,4_1_1,7,7,18
cell293,4_5,0.0472972972972973,4_5_1,1,21,19
cell294,4_5,0.0405405405405405,4_5_1,1,10,14
cell295,4_5,0.0337837837837838,4_5_1,1,10,15
cell296,4_1,0.0269360269360269,4_1_1,7,12,15
cell297,4_5,0.0202702702702703,4_5_1,1,10,20
cell298,4_5,0.0135135135135135,4_5_1,1,11,18
cell299,4_5,0.00675675675675676,4_5_1,1,14,18
cell300,4_1,0,4_1_1,7,4,18
