,pop,depth,cell.type,cell.type.idx,x,y
cell221,4_5,0.533783783783784,4_5_2,2,4,9
cell222,4_5,0.527027027027027,4_5_2,2,9,25
cell223,4_1,0.518518518518518,4_1_2,8,7,11
cell224,4_5,0.513513513513514,4_5_2,2,10,5
cell225,4_5,0.506756756756757,4_5_2,2,12,24
cell226,4_5,0.5,4_5_1,1,5,10
cell227,4_1,0.491582491582492,4_1_2,8,19,14
cell228,4_5,0.486486486486487,4_5_1,1,3,19
cell229,4_5,0.47972972972973,4_5_1,1,17,20
cell230,4_5,0.472972972972973,4_5_1,1,6,6
cell231,4_1,0.464646464646465,4_1_1,7,6,17
cell232,4_5,0.45945945945946,4_5_1,1,6,12
cell233,4_5,0.452702702702703,4_5_1,1,8,13
cell234,4_5,0.445945945945946,4_5_1,1,10,26
cell235,4_5,0.439189189189189,4_5_1,1,9,4
cell236,4_5,0.432432432432432,4_5_1,1,9,12
cell237,4_5,0.425675675675676,4_5_1,1,11,3
cell238,4_5,0.418918918918919,4_5_1,1,6,10
cell239,4_1,0.410774410774411,4_1_1,7,18,14
cell240,4_5,0.405405405405405,4_5_1,1,15,6
cell241,4_5,0.398648648648649,4_5_1,1,6,22
cell242,4_5,0.391891891891892,4_5_1,1,8,24
cell243,4_5,0.385135135135135,4_5_1,1,13,23
cell244,4_5,0.378378378378378,4_5_1,1,13,25
cell245,4_5,0.371621621621622,4_5_1,1,4,18
cell246,4_5,0.364864864864865,4_5_1,1,20,10
cell247,4_5,0.358108108108108,4_5_1,1,17,7
cell248,4_5,0.351351351351351,4_5_1,1,5,6
cell249,4_1,0.343434343434343,4_1_1,7,18,17
cell250,4_5,0.337837837837838,4_5_1,1,8,25
cell251,4_5,0.331081081081081,4_5_1,1,19,21
cell252,4_1,0.323232323232323,4_1_1,7,7,19
cell253,4_1,0.316498316498317,4_1_1,7,7,25
cell254,4_5,0.310810810810811,4_5_1,1,13,26
cell255,4_5,0.304054054054054,4_5_1,1,13,24
cell256,4_1,0.296296296296296,4_1_1,7,7,24
cell257,4_1,0.28956228956229,4_1_1,7,13,21
cell258,4_5,0.283783783783784,4_5_1,1,19,20
cell259,4_5,0.277027027027027,4_5_1,1,4,6
cell260,4_5,0.27027027027027,4_5_1,1,20,9
cell261,4_5,0.263513513513514,4_5_1,1,14,26
cell262,4_5,0.256756756756757,4_5_1,1,21,9
cell263,4_5,0.25,4_5_1,1,21,8
cell264,4_5,0.243243243243243,4_5_1,1,7,14
cell265,4_1,0.235690235690236,4_1_1,7,6,25
cell266,4_1,0.228956228956229,4_1_1,7,19,19
cell267,4_1,0.222222222222222,4_1_1,7,20,19
cell268,4_5,0.216216216216216,4_5_1,1,15,26
cell269,4_5,0.20945945945946,4_5_1,1,5,5
cell270,4_1,0.202020202020202,4_1_1,7,17,22
cell271,4_5,0.195945945945946,4_5_1,1,6,23
cell272,4_5,0.189189189189189,4_5_1,1,15,27
cell273,4_5,0.182432432432432,4_5_1,1,6,9
cell274,4_5,0.175675675675676,4_5_1,1,9,3
cell275,4_5,0.168918918918919,4_5_1,1,5,20
cell276,4_5,0.162162162162162,4_5_1,1,5,12
cell277,4_5,0.155405405405405,4_5_1,1,20,14
cell278,4_5,0.148648648648649,4_5_1,1,13,5
cell279,4_1,0.141414141414141,4_1_1,7,20,18
cell280,4_5,0.135135135135135,4_5_1,1,5,11
cell281,4_5,0.128378378378378,4_5_1,1,6,14
cell282,4_5,0.121621621621622,4_5_1,1,7,3
cell283,4_1,0.114478114478114,4_1_1,7,6,3
cell284,4_5,0.108108108108108,4_5_1,1,11,2
cell285,4_5,0.101351351351351,4_5_1,1,20,21
cell286,4_5,0.0945945945945946,4_5_1,1,18,7
cell287,4_5,0.0878378378378378,4_5_1,1,5,13
cell288,4_1,0.0808080808080808,4_1_1,7,19,15
cell289,4_5,0.0743243243243243,4_5_1,1,20,13
cell290,4_5,0.0675675675675676,4_5_1,1,3,6
cell291,4_5,0.0608108108108108,4_5_1,1,5,22
cell292,4_1,0.0538720538720539,4_1_1,7,19,22
cell293,4_1,0.0471380471380471,4_1_1,7,7,26
cell294,4_5,0.0405405405405405,4_5_1,1,21,13
cell295,4_5,0.0337837837837838,4_5_1,1,12,27
cell296,4_5,0.027027027027027,4_5_1,1,6,5
cell297,4_5,0.0202702702702703,4_5_1,1,12,4
cell298,4_5,0.0135135135135135,4_5_1,1,10,3
cell299,4_5,0.00675675675675676,4_5_1,1,14,23
cell300,4_5,0,4_5_1,1,2,19
