,pop,depth,cell.type,cell.type.idx,x,y
cell44,5_2,1.71621621621622,5_2_2,4,20,17
cell45,5_3,1.70945945945946,5_3_2,6,18,17
cell46,5_3,1.7027027027027,5_3_2,6,10,20
cell47,4_1,1.7037037037037,4_1_4,10,22,22
cell48,5_3,1.68918918918919,5_3_2,6,13,16
cell49,4_1,1.69023569023569,4_1_4,10,12,15
cell50,5_2,1.67567567567568,5_2_2,4,16,14
cell51,5_3,1.66891891891892,5_3_2,6,18,24
cell52,5_2,1.66216216216216,5_2_2,4,21,17
cell53,5_2,1.65540540540541,5_2_2,4,14,20
cell54,5_3,1.64864864864865,5_3_2,6,10,21
cell55,4_1,1.64983164983165,4_1_4,10,12,16
cell56,5_3,1.63513513513514,5_3_2,6,19,25
cell57,4_1,1.63636363636364,4_1_4,10,12,14
cell58,5_3,1.62162162162162,5_3_2,6,10,18
cell59,5_2,1.61486486486486,5_2_2,4,20,24
cell60,5_3,1.60810810810811,5_3_2,6,14,21
cell61,4_1,1.60942760942761,4_1_4,10,18,14
cell62,5_3,1.59459459459459,5_3_2,6,17,16
cell63,4_1,1.5959595959596,4_1_4,10,12,13
cell64,5_2,1.58108108108108,5_2_2,4,16,13
cell65,5_3,1.57432432432432,5_3_2,6,18,21
cell66,5_3,1.56756756756757,5_3_2,6,11,17
cell67,4_1,1.56902356902357,4_1_4,10,15,14
cell68,4_1,1.56228956228956,4_1_4,10,13,13
cell69,4_1,1.55555555555556,4_1_4,10,19,26
cell70,5_2,1.54054054054054,5_2_2,4,17,14
cell71,4_1,1.54208754208754,4_1_4,10,13,12
cell72,4_1,1.53535353535354,4_1_4,10,19,20
cell73,5_2,1.52027027027027,5_2_2,4,19,18
cell74,5_3,1.51351351351351,5_3_2,6,22,17
cell75,4_1,1.51515151515152,4_1_4,10,18,26
cell76,5_3,1.5,5_3_1,5,11,15
cell77,5_3,1.49324324324324,5_3_1,5,18,25
cell78,5_2,1.48648648648649,5_2_1,3,19,17
cell79,5_2,1.47972972972973,5_2_1,3,18,23
cell80,4_1,1.48148148148148,4_1_3,9,13,11
cell81,4_1,1.47474747474747,4_1_3,9,23,22
cell82,5_3,1.45945945945946,5_3_1,5,12,23
cell83,4_1,1.46127946127946,4_1_3,9,15,13
cell84,5_2,1.44594594594595,5_2_1,3,17,13
cell85,5_2,1.43918918918919,5_2_1,3,9,21
cell86,5_2,1.43243243243243,5_2_1,3,21,24
cell87,5_2,1.42567567567568,5_2_1,3,21,16
cell88,5_3,1.41891891891892,5_3_1,5,20,15
cell89,4_1,1.42087542087542,4_1_3,9,11,14
cell90,5_2,1.40540540540541,5_2_1,3,17,17
cell91,5_2,1.39864864864865,5_2_1,3,8,21
cell92,5_3,1.39189189189189,5_3_1,5,20,23
cell93,5_2,1.38513513513514,5_2_1,3,9,20
cell94,5_2,1.37837837837838,5_2_1,3,14,12
cell95,5_2,1.37162162162162,5_2_1,3,22,16
cell96,5_3,1.36486486486486,5_3_1,5,20,14
cell97,4_1,1.36700336700337,4_1_3,9,13,19
cell98,5_3,1.35135135135135,5_3_1,5,13,18
cell99,4_1,1.35353535353535,4_1_3,9,17,21
cell100,5_2,1.33783783783784,5_2_1,3,14,11
cell101,5_2,1.33108108108108,5_2_1,3,15,21
cell102,5_3,1.32432432432432,5_3_1,5,11,23
cell103,5_2,1.31756756756757,5_2_1,3,15,17
cell104,5_3,1.31081081081081,5_3_1,5,22,24
cell105,5_2,1.30405405405405,5_2_1,3,15,12
cell106,4_1,1.30639730639731,4_1_3,9,24,22
cell107,5_2,1.29054054054054,5_2_1,3,23,16
cell108,5_2,1.28378378378378,5_2_1,3,21,14
cell109,4_1,1.28619528619529,4_1_3,9,18,27
cell110,5_2,1.27027027027027,5_2_1,3,20,13
cell111,5_2,1.26351351351351,5_2_1,3,12,11
cell112,5_2,1.25675675675676,5_2_1,3,8,22
cell113,4_1,1.25925925925926,4_1_3,9,23,23
cell114,5_2,1.24324324324324,5_2_1,3,20,16
cell115,5_3,1.23648648648649,5_3_1,5,10,17
cell116,5_2,1.22972972972973,5_2_1,3,17,18
cell117,5_2,1.22297297297297,5_2_1,3,19,27
cell118,5_2,1.21621621621622,5_2_1,3,8,20
cell119,5_3,1.20945945945946,5_3_1,5,18,20
cell120,5_3,1.2027027027027,5_3_1,5,11,21
cell121,4_1,1.20538720538721,4_1_3,9,23,18
cell122,4_1,1.1986531986532,4_1_3,9,15,22
cell123,5_3,1.18243243243243,5_3_1,5,12,10
cell124,5_2,1.17567567567568,5_2_1,3,21,23
cell125,5_3,1.16891891891892,5_3_1,5,22,23
cell126,5_2,1.16216216216216,5_2_1,3,23,21
cell127,5_2,1.15540540540541,5_2_1,3,14,13
cell128,4_1,1.15824915824916,4_1_3,9,21,13
cell129,4_1,1.15151515151515,4_1_3,9,21,25
cell130,5_3,1.13513513513514,5_3_1,5,17,22
cell131,5_3,1.12837837837838,5_3_1,5,13,10
cell132,5_3,1.12162162162162,5_3_1,5,13,9
cell133,5_2,1.11486486486486,5_2_1,3,8,19
cell134,5_3,1.10810810810811,5_3_1,5,15,23
cell135,4_1,1.11111111111111,4_1_3,9,20,26
cell136,5_2,1.09459459459459,5_2_1,3,19,28
cell137,5_2,1.08783783783784,5_2_1,3,13,17
cell138,4_1,1.09090909090909,4_1_3,9,18,28
cell139,5_2,1.07432432432432,5_2_1,3,9,22
cell140,5_2,1.06756756756757,5_2_1,3,10,19
cell141,5_2,1.06081081081081,5_2_1,3,23,19
cell142,5_3,1.05405405405405,5_3_1,5,11,22
cell143,4_1,1.05723905723906,4_1_3,9,14,19
cell144,4_1,1.05050505050505,4_1_3,9,20,25
cell145,5_2,1.03378378378378,5_2_1,3,15,18
cell146,5_3,1.02702702702703,5_3_1,5,10,22
cell147,5_2,1.02027027027027,5_2_1,3,20,28
cell148,4_1,1.02356902356902,4_1_3,9,17,27
cell149,5_2,1.00675675675676,5_2_1,3,7,22
cell150,4_1,1.01010101010101,4_1_3,9,10,14
cell151,4_5,1,4_5_2,2,12,19
cell152,4_1,0.996632996632997,4_1_3,9,9,14
cell153,4_5,0.993243243243243,4_5_2,2,12,18
cell154,4_1,0.983164983164983,4_1_2,8,14,18
cell155,4_1,0.976430976430976,4_1_2,8,22,25
cell156,4_5,0.972972972972973,4_5_2,2,8,18
cell157,4_1,0.962962962962963,4_1_2,8,23,24
cell158,4_1,0.956228956228956,4_1_2,8,19,14
cell159,4_1,0.94949494949495,4_1_2,8,10,16
cell160,4_5,0.945945945945946,4_5_2,2,11,16
cell161,4_1,0.936026936026936,4_1_2,8,9,16
cell162,4_5,0.932432432432432,4_5_2,2,9,18
cell163,4_5,0.925675675675676,4_5_2,2,16,22
cell164,4_5,0.918918918918919,4_5_2,2,19,13
cell165,4_1,0.909090909090909,4_1_2,8,10,15
cell166,4_1,0.902356902356902,4_1_2,8,9,15
cell167,4_1,0.895622895622896,4_1_2,8,18,29
cell168,4_5,0.891891891891892,4_5_2,2,7,18
cell169,4_5,0.885135135135135,4_5_2,2,23,17
cell170,4_5,0.878378378378378,4_5_2,2,16,17
cell171,4_5,0.871621621621622,4_5_2,2,20,12
cell172,4_1,0.861952861952862,4_1_2,8,22,26
cell173,4_1,0.855218855218855,4_1_2,8,21,12
cell174,4_1,0.848484848484848,4_1_2,8,17,19
cell175,4_5,0.844594594594595,4_5_2,2,21,28
cell176,4_5,0.837837837837838,4_5_2,2,6,18
cell177,4_1,0.828282828282828,4_1_2,8,16,27
cell178,4_5,0.824324324324324,4_5_2,2,16,28
cell179,4_5,0.817567567567568,4_5_2,2,17,23
cell180,4_5,0.810810810810811,4_5_2,2,19,29
cell181,4_5,0.804054054054054,4_5_2,2,12,24
cell182,4_5,0.797297297297297,4_5_2,2,15,20
cell183,4_5,0.790540540540541,4_5_2,2,11,13
cell184,4_5,0.783783783783784,4_5_2,2,18,19
cell185,4_1,0.774410774410774,4_1_2,8,18,18
cell186,4_5,0.77027027027027,4_5_2,2,23,15
cell187,4_1,0.760942760942761,4_1_2,8,22,27
cell188,4_5,0.756756756756757,4_5_2,2,17,25
cell189,4_1,0.747474747474747,4_1_2,8,22,12
cell190,4_5,0.743243243243243,4_5_2,2,7,21
cell191,4_1,0.734006734006734,4_1_2,8,21,11
cell192,4_5,0.72972972972973,4_5_2,2,24,16
cell193,4_5,0.722972972972973,4_5_2,2,6,17
cell194,4_5,0.716216216216216,4_5_2,2,24,17
cell195,4_1,0.707070707070707,4_1_2,8,11,11
cell196,4_1,0.7003367003367,4_1_2,8,22,28
cell197,4_5,0.695945945945946,4_5_2,2,17,24
cell198,4_1,0.686868686868687,4_1_2,8,16,19
cell199,4_5,0.682432432432432,4_5_2,2,24,20
cell200,4_5,0.675675675675676,4_5_2,2,15,24
cell201,4_5,0.668918918918919,4_5_2,2,12,12
cell202,4_5,0.662162162162162,4_5_2,2,8,23
cell203,4_5,0.655405405405405,4_5_2,2,6,22
cell204,4_5,0.648648648648649,4_5_2,2,23,25
cell205,4_5,0.641891891891892,4_5_2,2,16,12
cell206,4_5,0.635135135135135,4_5_2,2,19,12
cell207,4_1,0.626262626262626,4_1_2,8,24,24
cell208,4_5,0.621621621621622,4_5_2,2,19,11
cell209,4_1,0.612794612794613,4_1_2,8,16,21
cell210,4_5,0.608108108108108,4_5_2,2,13,8
cell211,4_1,0.599326599326599,4_1_2,8,24,21
cell212,4_1,0.592592592592593,4_1_2,8,11,10
cell213,4_5,0.587837837837838,4_5_2,2,23,26
cell214,4_1,0.579124579124579,4_1_2,8,21,10
cell215,4_1,0.572390572390572,4_1_2,8,18,13
cell216,4_1,0.565656565656566,4_1_2,8,21,9
cell217,4_5,0.560810810810811,4_5_2,2,17,20
cell218,4_1,0.552188552188552,4_1_2,8,6,19
cell219,4_1,0.545454545454545,4_1_2,8,22,9
cell220,4_1,0.538720538720539,4_1_2,8,17,28
cell221,4_5,0.533783783783784,4_5_2,2,9,23
cell222,4_5,0.527027027027027,4_5_2,2,22,10
cell223,4_1,0.518518518518518,4_1_2,8,24,18
cell224,4_5,0.513513513513514,4_5_2,2,22,13
cell225,4_5,0.506756756756757,4_5_2,2,22,14
cell226,4_1,0.498316498316498,4_1_2,8,8,14
cell227,4_5,0.493243243243243,4_5_1,1,11,12
cell228,4_5,0.486486486486487,4_5_1,1,10,23
cell229,4_5,0.47972972972973,4_5_1,1,5,17
cell230,4_5,0.472972972972973,4_5_1,1,23,10
cell231,4_5,0.466216216216216,4_5_1,1,14,8
cell232,4_5,0.45945945945946,4_5_1,1,12,9
cell233,4_5,0.452702702702703,4_5_1,1,6,21
cell234,4_5,0.445945945945946,4_5_1,1,12,25
cell235,4_5,0.439189189189189,4_5_1,1,18,11
cell236,4_1,0.430976430976431,4_1_1,7,18,12
cell237,4_1,0.424242424242424,4_1_1,7,10,10
cell238,4_5,0.418918918918919,4_5_1,1,23,14
cell239,4_5,0.412162162162162,4_5_1,1,21,29
cell240,4_5,0.405405405405405,4_5_1,1,23,9
cell241,4_5,0.398648648648649,4_5_1,1,7,17
cell242,4_5,0.391891891891892,4_5_1,1,5,18
cell243,4_1,0.383838383838384,4_1_1,7,8,13
cell244,4_5,0.378378378378378,4_5_1,1,15,19
cell245,4_5,0.371621621621622,4_5_1,1,14,9
cell246,4_5,0.364864864864865,4_5_1,1,4,18
cell247,4_5,0.358108108108108,4_5_1,1,8,12
cell248,4_5,0.351351351351351,4_5_1,1,4,19
cell249,4_5,0.344594594594595,4_5_1,1,6,20
cell250,4_5,0.337837837837838,4_5_1,1,24,15
cell251,4_5,0.331081081081081,4_5_1,1,9,12
cell252,4_5,0.324324324324324,4_5_1,1,12,17
cell253,4_5,0.317567567567568,4_5_1,1,19,10
cell254,4_5,0.310810810810811,4_5_1,1,16,25
cell255,4_5,0.304054054054054,4_5_1,1,23,27
cell256,4_5,0.297297297297297,4_5_1,1,24,26
cell257,4_1,0.28956228956229,4_1_1,7,21,26
cell258,4_1,0.282828282828283,4_1_1,7,21,15
cell259,4_5,0.277027027027027,4_5_1,1,5,20
cell260,4_5,0.27027027027027,4_5_1,1,4,20
cell261,4_5,0.263513513513514,4_5_1,1,25,20
cell262,4_5,0.256756756756757,4_5_1,1,12,8
cell263,4_5,0.25,4_5_1,1,16,18
cell264,4_5,0.243243243243243,4_5_1,1,19,9
cell265,4_5,0.236486486486487,4_5_1,1,13,24
cell266,4_5,0.22972972972973,4_5_1,1,18,9
cell267,4_5,0.222972972972973,4_5_1,1,7,19
cell268,4_5,0.216216216216216,4_5_1,1,16,11
cell269,4_5,0.20945945945946,4_5_1,1,9,19
cell270,4_5,0.202702702702703,4_5_1,1,22,15
cell271,4_5,0.195945945945946,4_5_1,1,6,16
cell272,4_5,0.189189189189189,4_5_1,1,21,27
cell273,4_5,0.182432432432432,4_5_1,1,21,18
cell274,4_5,0.175675675675676,4_5_1,1,14,23
cell275,4_1,0.168350168350168,4_1_1,7,24,10
cell276,4_1,0.161616161616162,4_1_1,7,10,9
cell277,4_5,0.155405405405405,4_5_1,1,3,18
cell278,4_5,0.148648648648649,4_5_1,1,16,20
cell279,4_5,0.141891891891892,4_5_1,1,25,15
cell280,4_5,0.135135135135135,4_5_1,1,26,15
cell281,4_5,0.128378378378378,4_5_1,1,5,21
cell282,4_1,0.121212121212121,4_1_1,7,11,25
cell283,4_5,0.114864864864865,4_5_1,1,26,20
cell284,4_5,0.108108108108108,4_5_1,1,26,16
cell285,4_1,0.101010101010101,4_1_1,7,9,13
cell286,4_5,0.0945945945945946,4_5_1,1,26,19
cell287,4_5,0.0878378378378378,4_5_1,1,7,14
cell288,4_1,0.0808080808080808,4_1_1,7,25,10
cell289,4_1,0.0740740740740741,4_1_1,7,26,10
cell290,4_5,0.0675675675675676,4_5_1,1,12,7
cell291,4_5,0.0608108108108108,4_5_1,1,18,10
cell292,4_5,0.0540540540540541,4_5_1,1,26,18
cell293,4_5,0.0472972972972973,4_5_1,1,3,20
cell294,4_1,0.0404040404040404,4_1_1,7,18,8
cell295,4_1,0.0336700336700337,4_1_1,7,7,12
cell296,4_1,0.0269360269360269,4_1_1,7,7,23
cell297,4_5,0.0202702702702703,4_5_1,1,14,10
cell298,4_1,0.0134680134680135,4_1_1,7,22,29
cell299,4_5,0.00675675675675676,4_5_1,1,17,12
cell300,4_1,0,4_1_1,7,5,19
