,pop,depth,cell.type,cell.type.idx,x,y
cell69,4_1,1.55555555555556,4_1_4,10,14,17
cell70,5_2,1.54054054054054,5_2_2,4,17,12
cell71,4_1,1.54208754208754,4_1_4,10,11,13
cell72,5_2,1.52702702702703,5_2_2,4,21,16
cell73,5_3,1.52027027027027,5_3_2,6,19,22
cell74,5_2,1.51351351351351,5_2_2,4,20,17
cell75,4_1,1.51515151515152,4_1_4,10,20,8
cell76,5_2,1.5,5_2_1,3,18,9
cell77,5_2,1.49324324324324,5_2_1,3,17,13
cell78,5_2,1.48648648648649,5_2_1,3,20,11
cell79,5_3,1.47972972972973,5_3_1,5,24,19
cell80,5_2,1.47297297297297,5_2_1,3,20,12
cell81,5_3,1.46621621621622,5_3_1,5,25,19
cell82,4_1,1.46801346801347,4_1_3,9,11,8
cell83,5_3,1.4527027027027,5_3_1,5,9,11
cell84,5_3,1.44594594594595,5_3_1,5,9,10
cell85,4_1,1.44781144781145,4_1_3,9,15,8
cell86,5_2,1.43243243243243,5_2_1,3,14,13
cell87,4_1,1.43434343434343,4_1_3,9,11,11
cell88,5_3,1.41891891891892,5_3_1,5,22,22
cell89,5_2,1.41216216216216,5_2_1,3,13,15
cell90,5_3,1.40540540540541,5_3_1,5,15,11
cell91,5_3,1.39864864864865,5_3_1,5,23,22
cell92,5_3,1.39189189189189,5_3_1,5,17,18
cell93,5_2,1.38513513513514,5_2_1,3,20,13
cell94,5_3,1.37837837837838,5_3_1,5,17,19
cell95,5_3,1.37162162162162,5_3_1,5,22,23
cell96,4_1,1.37373737373737,4_1_3,9,12,9
cell97,4_1,1.36700336700337,4_1_3,9,10,14
cell98,5_2,1.35135135135135,5_2_1,3,13,13
cell99,5_2,1.34459459459459,5_2_1,3,19,12
cell100,5_2,1.33783783783784,5_2_1,3,22,24
cell101,5_3,1.33108108108108,5_3_1,5,23,21
cell102,5_3,1.32432432432432,5_3_1,5,24,22
cell103,4_1,1.32659932659933,4_1_3,9,13,10
cell104,5_3,1.31081081081081,5_3_1,5,25,20
cell105,5_3,1.30405405405405,5_3_1,5,25,17
cell106,5_2,1.2972972972973,5_2_1,3,24,20
cell107,5_2,1.29054054054054,5_2_1,3,22,25
cell108,5_3,1.28378378378378,5_3_1,5,15,12
cell109,5_3,1.27702702702703,5_3_1,5,25,16
cell110,5_3,1.27027027027027,5_3_1,5,20,22
cell111,5_3,1.26351351351351,5_3_1,5,16,18
cell112,5_3,1.25675675675676,5_3_1,5,21,22
cell113,4_1,1.25925925925926,4_1_3,9,25,21
cell114,5_2,1.24324324324324,5_2_1,3,16,19
cell115,4_1,1.24579124579125,4_1_3,9,23,14
cell116,5_2,1.22972972972973,5_2_1,3,18,10
cell117,5_3,1.22297297297297,5_3_1,5,25,15
cell118,5_2,1.21621621621622,5_2_1,3,14,18
cell119,5_2,1.20945945945946,5_2_1,3,11,18
cell120,5_3,1.2027027027027,5_3_1,5,8,11
cell121,5_2,1.19594594594595,5_2_1,3,17,14
cell122,5_2,1.18918918918919,5_2_1,3,12,8
cell123,5_2,1.18243243243243,5_2_1,3,20,16
cell124,5_3,1.17567567567568,5_3_1,5,17,15
cell125,5_2,1.16891891891892,5_2_1,3,18,8
cell126,4_1,1.17171717171717,4_1_3,9,21,9
cell127,4_1,1.16498316498317,4_1_3,9,14,8
cell128,5_2,1.14864864864865,5_2_1,3,18,19
cell129,4_1,1.15151515151515,4_1_3,9,20,23
cell130,5_3,1.13513513513514,5_3_1,5,9,12
cell131,5_2,1.12837837837838,5_2_1,3,13,18
cell132,5_2,1.12162162162162,5_2_1,3,13,12
cell133,5_3,1.11486486486486,5_3_1,5,25,22
cell134,4_1,1.11784511784512,4_1_3,9,19,19
cell135,5_3,1.10135135135135,5_3_1,5,19,23
cell136,5_2,1.09459459459459,5_2_1,3,13,11
cell137,5_3,1.08783783783784,5_3_1,5,14,9
cell138,4_1,1.09090909090909,4_1_3,9,11,7
cell139,5_2,1.07432432432432,5_2_1,3,16,16
cell140,4_1,1.07744107744108,4_1_3,9,20,24
cell141,5_3,1.06081081081081,5_3_1,5,13,9
cell142,5_3,1.05405405405405,5_3_1,5,17,16
cell143,5_3,1.0472972972973,5_3_1,5,18,23
cell144,5_2,1.04054054054054,5_2_1,3,23,24
cell145,4_1,1.04377104377104,4_1_3,9,11,15
cell146,5_3,1.02702702702703,5_3_1,5,25,14
cell147,5_3,1.02027027027027,5_3_1,5,26,17
cell148,5_2,1.01351351351351,5_2_1,3,18,7
cell149,5_2,1.00675675675676,5_2_1,3,10,18
cell150,5_2,1,5_2_1,3,11,6
cell151,4_1,1.003367003367,4_1_3,9,15,7
cell152,4_5,1,4_5_2,2,26,19
cell153,4_1,0.98989898989899,4_1_3,9,10,16
cell154,4_1,0.983164983164983,4_1_2,8,19,8
cell155,4_5,0.97972972972973,4_5_2,2,7,11
cell156,4_5,0.972972972972973,4_5_2,2,21,13
cell157,4_5,0.966216216216216,4_5_2,2,10,17
cell158,4_1,0.956228956228956,4_1_2,8,21,24
cell159,4_5,0.952702702702703,4_5_2,2,18,21
cell160,4_1,0.942760942760943,4_1_2,8,14,7
cell161,4_5,0.939189189189189,4_5_2,2,10,19
cell162,4_1,0.929292929292929,4_1_2,8,26,22
cell163,4_5,0.925675675675676,4_5_2,2,15,13
cell164,4_5,0.918918918918919,4_5_2,2,18,16
cell165,4_5,0.912162162162162,4_5_2,2,9,13
cell166,4_5,0.905405405405405,4_5_2,2,21,25
cell167,4_5,0.898648648648649,4_5_2,2,14,11
cell168,4_1,0.888888888888889,4_1_2,8,8,10
cell169,4_5,0.885135135135135,4_5_2,2,18,6
cell170,4_5,0.878378378378378,4_5_2,2,7,10
cell171,4_5,0.871621621621622,4_5_2,2,9,14
cell172,4_5,0.864864864864865,4_5_2,2,7,9
cell173,4_1,0.855218855218855,4_1_2,8,12,13
cell174,4_1,0.848484848484848,4_1_2,8,21,10
cell175,4_5,0.844594594594595,4_5_2,2,10,6
cell176,4_5,0.837837837837838,4_5_2,2,22,26
cell177,4_1,0.828282828282828,4_1_2,8,21,8
cell178,4_5,0.824324324324324,4_5_2,2,18,5
cell179,4_5,0.817567567567568,4_5_2,2,19,7
cell180,4_5,0.810810810810811,4_5_2,2,10,20
cell181,4_5,0.804054054054054,4_5_2,2,8,14
cell182,4_5,0.797297297297297,4_5_2,2,16,12
cell183,4_5,0.790540540540541,4_5_2,2,18,22
cell184,4_5,0.783783783783784,4_5_2,2,19,5
cell185,4_1,0.774410774410774,4_1_2,8,24,15
cell186,4_5,0.77027027027027,4_5_2,2,12,6
cell187,4_1,0.760942760942761,4_1_2,8,19,13
cell188,4_5,0.756756756756757,4_5_2,2,23,26
cell189,4_5,0.75,4_5_2,2,16,17
cell190,4_5,0.743243243243243,4_5_2,2,17,6
cell191,4_5,0.736486486486487,4_5_2,2,18,24
cell192,4_1,0.727272727272727,4_1_2,8,26,23
cell193,4_1,0.72053872053872,4_1_2,8,9,18
cell194,4_5,0.716216216216216,4_5_2,2,18,4
cell195,4_1,0.707070707070707,4_1_2,8,9,19
cell196,4_1,0.7003367003367,4_1_2,8,16,8
cell197,4_5,0.695945945945946,4_5_2,2,16,20
cell198,4_1,0.686868686868687,4_1_2,8,15,10
cell199,4_1,0.68013468013468,4_1_2,8,14,10
cell200,4_5,0.675675675675676,4_5_2,2,13,8
cell201,4_5,0.668918918918919,4_5_2,2,26,20
cell202,4_5,0.662162162162162,4_5_2,2,13,7
cell203,4_5,0.655405405405405,4_5_2,2,17,5
cell204,4_5,0.648648648648649,4_5_2,2,15,19
cell205,4_5,0.641891891891892,4_5_2,2,19,16
cell206,4_1,0.632996632996633,4_1_2,8,19,20
cell207,4_1,0.626262626262626,4_1_2,8,9,17
cell208,4_5,0.621621621621622,4_5_2,2,19,17
cell209,4_1,0.612794612794613,4_1_2,8,21,11
cell210,4_5,0.608108108108108,4_5_2,2,26,18
cell211,4_1,0.599326599326599,4_1_2,8,11,12
cell212,4_5,0.594594594594595,4_5_2,2,21,15
cell213,4_5,0.587837837837838,4_5_2,2,10,5
cell214,4_5,0.581081081081081,4_5_2,2,8,12
cell215,4_5,0.574324324324324,4_5_2,2,20,14
cell216,4_5,0.567567567567568,4_5_2,2,8,9
cell217,4_1,0.558922558922559,4_1_2,8,24,21
cell218,4_5,0.554054054054054,4_5_2,2,12,7
cell219,4_5,0.547297297297297,4_5_2,2,9,20
cell220,4_5,0.540540540540541,4_5_2,2,9,21
cell221,4_5,0.533783783783784,4_5_2,2,18,15
cell222,4_1,0.525252525252525,4_1_2,8,23,27
cell223,4_5,0.52027027027027,4_5_2,2,20,25
cell224,4_5,0.513513513513514,4_5_2,2,13,6
cell225,4_5,0.506756756756757,4_5_2,2,6,10
cell226,4_5,0.5,4_5_1,1,19,14
cell227,4_1,0.491582491582492,4_1_2,8,8,18
cell228,4_1,0.484848484848485,4_1_1,7,18,20
cell229,4_1,0.478114478114478,4_1_1,7,23,28
cell230,4_5,0.472972972972973,4_5_1,1,7,12
cell231,4_1,0.464646464646465,4_1_1,7,27,23
cell232,4_5,0.45945945945946,4_5_1,1,11,19
cell233,4_5,0.452702702702703,4_5_1,1,17,4
cell234,4_5,0.445945945945946,4_5_1,1,13,19
cell235,4_5,0.439189189189189,4_5_1,1,17,7
cell236,4_5,0.432432432432432,4_5_1,1,21,14
cell237,4_1,0.424242424242424,4_1_1,7,21,7
cell238,4_5,0.418918918918919,4_5_1,1,5,10
cell239,4_1,0.410774410774411,4_1_1,7,19,4
cell240,4_5,0.405405405405405,4_5_1,1,16,7
cell241,4_5,0.398648648648649,4_5_1,1,17,23
cell242,4_1,0.390572390572391,4_1_1,7,26,24
cell243,4_5,0.385135135135135,4_5_1,1,24,16
cell244,4_1,0.377104377104377,4_1_1,7,9,16
cell245,4_1,0.37037037037037,4_1_1,7,8,16
cell246,4_5,0.364864864864865,4_5_1,1,21,26
cell247,4_5,0.358108108108108,4_5_1,1,14,12
cell248,4_5,0.351351351351351,4_5_1,1,19,15
cell249,4_5,0.344594594594595,4_5_1,1,21,27
cell250,4_1,0.336700336700337,4_1_1,7,12,11
cell251,4_5,0.331081081081081,4_5_1,1,12,5
cell252,4_5,0.324324324324324,4_5_1,1,13,5
cell253,4_5,0.317567567567568,4_5_1,1,27,20
cell254,4_5,0.310810810810811,4_5_1,1,5,11
cell255,4_1,0.303030303030303,4_1_1,7,17,20
cell256,4_5,0.297297297297297,4_5_1,1,22,15
cell257,4_1,0.28956228956229,4_1_1,7,5,12
cell258,4_5,0.283783783783784,4_5_1,1,9,6
cell259,4_1,0.276094276094276,4_1_1,7,24,28
cell260,4_5,0.27027027027027,4_5_1,1,17,22
cell261,4_1,0.262626262626263,4_1_1,7,19,24
cell262,4_1,0.255892255892256,4_1_1,7,28,23
cell263,4_1,0.249158249158249,4_1_1,7,5,13
cell264,4_1,0.242424242424242,4_1_1,7,17,8
cell265,4_5,0.236486486486487,4_5_1,1,18,14
cell266,4_1,0.228956228956229,4_1_1,7,21,6
cell267,4_5,0.222972972972973,4_5_1,1,24,24
cell268,4_1,0.215488215488215,4_1_1,7,28,24
cell269,4_5,0.20945945945946,4_5_1,1,17,21
cell270,4_5,0.202702702702703,4_5_1,1,7,13
cell271,4_5,0.195945945945946,4_5_1,1,10,13
cell272,4_1,0.188552188552189,4_1_1,7,25,24
cell273,4_5,0.182432432432432,4_5_1,1,11,20
cell274,4_5,0.175675675675676,4_5_1,1,27,18
cell275,4_5,0.168918918918919,4_5_1,1,20,26
cell276,4_1,0.161616161616162,4_1_1,7,22,7
cell277,4_1,0.154882154882155,4_1_1,7,7,8
cell278,4_5,0.148648648648649,4_5_1,1,21,23
cell279,4_5,0.141891891891892,4_5_1,1,14,5
cell280,4_5,0.135135135135135,4_5_1,1,8,13
cell281,4_5,0.128378378378378,4_5_1,1,17,24
cell282,4_5,0.121621621621622,4_5_1,1,11,5
cell283,4_5,0.114864864864865,4_5_1,1,15,20
cell284,4_5,0.108108108108108,4_5_1,1,16,5
cell285,4_5,0.101351351351351,4_5_1,1,9,9
cell286,4_5,0.0945945945945946,4_5_1,1,15,21
cell287,4_1,0.0875420875420875,4_1_1,7,22,28
cell288,4_5,0.0810810810810811,4_5_1,1,9,5
cell289,4_1,0.0740740740740741,4_1_1,7,17,17
cell290,4_1,0.0673400673400673,4_1_1,7,27,22
cell291,4_1,0.0606060606060606,4_1_1,7,12,12
cell292,4_1,0.0538720538720539,4_1_1,7,25,28
cell293,4_5,0.0472972972972973,4_5_1,1,14,20
cell294,4_5,0.0405405405405405,4_5_1,1,18,17
cell295,4_5,0.0337837837837838,4_5_1,1,22,29
cell296,4_5,0.027027027027027,4_5_1,1,14,19
cell297,4_1,0.0202020202020202,4_1_1,7,25,29
cell298,4_5,0.0135135135135135,4_5_1,1,8,15
cell299,4_5,0.00675675675675676,4_5_1,1,10,7
cell300,4_5,0,4_5_1,1,24,26
