dataset	topology	difficulty	domain_fold_change	layout_seed	method	method_display	method_seed	status	wall_time_seconds	peak_rss_mb	error_type	error_message	truth_boundary_fraction	domain_cell_type_nmi	adjusted_rand_index	normalized_mutual_information	boundary_precision	boundary_recall	boundary_f1	produced_cluster_count
irregular_mrf_seed2_hard	irregular_mrf	hard	2.0	2	expression_pca_kmeans	Expression-only control	100102	success	0.5591190000995994	382.140625			0.26866666666666666	0.009683478708213858	0.0017767246005040277	0.007892217658772524	0.48839738941261784	0.9950372208436724	0.6552005429406494	4.0
irregular_mrf_seed2_moderate	irregular_mrf	moderate	3.0	2	graphst	GraphST	100102	success	88.6464355001226	1199.296875			0.26866666666666666	0.009683478708213858	0.9052058099853602	0.851147507804742	1.0	0.847394540942928	0.9173942243116185	4.0
irregular_mrf_seed2_moderate	irregular_mrf	moderate	3.0	2	stagate	STAGATE	100102	success	225.25503079220653	1251.8125			0.26866666666666666	0.009683478708213858	0.8969405595520807	0.8428976928627708	1.0	0.8461538461538461	0.9166666666666666	4.0
irregular_mrf_seed2_moderate	irregular_mrf	moderate	3.0	2	banksy	BANKSY	100102	success	17.611				0.26866666666666666	0.009683478708213858	0.18141144992500555	0.21314481181348302	0.5537974683544303	0.2803970223325062	0.37229486129545425	4.0
irregular_mrf_seed2_moderate	irregular_mrf	moderate	3.0	2	spagcn	SpaGCN	100102	success	4.829697833862156	885.96875			0.26866666666666666	0.009683478708213858	0.9771108412085266	0.9562210975585623	1.0	0.9714640198511166	0.9855254877281309	4.0
irregular_mrf_seed2_moderate	irregular_mrf	moderate	3.0	2	spclue	spCLUE	100102	success	17.36540179187432	1167.921875			0.26866666666666666	0.009683478708213858	0.8653556424916139	0.8017819802699543	1.0	0.8312655086848635	0.9078590785907859	4.0
irregular_mrf_seed2_moderate	irregular_mrf	moderate	3.0	2	stlearn	stLearn	100102	success	7.565165709005669	2610.46875			0.26866666666666666	0.009683478708213858	6.927724549755561e-05	0.00886003474654246	0.4947330185252452	0.9975186104218362	0.6614238290593334	4.0
irregular_mrf_seed2_moderate	irregular_mrf	moderate	3.0	2	expression_pca_kmeans	Expression-only control	100102	success	0.5480340421199799	364.703125			0.26866666666666666	0.009683478708213858	0.30147153800016335	0.38046812357507526	0.5002012072434607	0.9851116625310173	0.6635020175142556	4.0
irregular_mrf_seed2_easy	irregular_mrf	easy	4.0	2	graphst	GraphST	100102	success	89.5681093330495	1196.78125			0.26866666666666666	0.009683478708213858	0.9092483805920228	0.8577710787761694	1.0	0.8486352357320099	0.9181208053691275	4.0
irregular_mrf_seed2_easy	irregular_mrf	easy	4.0	2	stagate	STAGATE	100102	success	224.70746470894665	1246.9375			0.26866666666666666	0.009683478708213858	0.9000574887546837	0.8477063633488241	0.9946524064171123	0.8424317617866005	0.9122355889905341	4.0
irregular_mrf_seed2_easy	irregular_mrf	easy	4.0	2	banksy	BANKSY	100102	success	16.726				0.26866666666666666	0.009683478708213858	0.22361524723023996	0.2416887033291172	0.6090909090909091	0.2890818858560794	0.39207856138235886	4.0
irregular_mrf_seed2_easy	irregular_mrf	easy	4.0	2	spagcn	SpaGCN	100102	success	4.7477489579468966	859.28125			0.26866666666666666	0.009683478708213858	0.9820992259410299	0.9647673122888376	1.0	0.9751861042183623	0.9874371859296482	4.0
irregular_mrf_seed2_easy	irregular_mrf	easy	4.0	2	spclue	spCLUE	100102	success	17.664683082839474	1221.265625			0.26866666666666666	0.009683478708213858	0.865407956616241	0.8018861492444636	1.0	0.8312655086848635	0.9078590785907859	4.0
irregular_mrf_seed2_easy	irregular_mrf	easy	4.0	2	stlearn	stLearn	100102	success	7.602857666090131	2609.234375			0.26866666666666666	0.009683478708213858	1.0	1.0000000000000002	1.0	1.0	1.0	4.0
irregular_mrf_seed2_easy	irregular_mrf	easy	4.0	2	expression_pca_kmeans	Expression-only control	100102	success	0.553619832964614	380.0625			0.26866666666666666	0.009683478708213858	1.0	1.0000000000000002	1.0	1.0	1.0	4.0
