Gene,C,Z,Pval,FDR
PRDM1,0.0354976957788729,15.632295,2.1935767137391904e-55,9.064024534129862e-55
CD3D,0.02746542187128672,15.610861,3.0701447322746784e-55,1.2451142525336197e-54
EGFR,0.05703797979608035,15.603842,3.427117338697334e-55,1.3646158130449386e-54
ZEB2,0.04967520853612043,15.544192,8.710249388088493e-55,3.406329671413179e-54
NOSTRIN,0.05555439242608626,15.537691,9.64027940195814e-55,3.703896822857601e-54
SERHL2,0.07547028005135467,15.515297,1.3668361658006086e-54,5.160984832936781e-54
FCER1G,0.05451798005501281,15.18617,2.1835175691347207e-52,8.104921146449217e-52
CDH1,0.07085344797521947,15.012996,3.0179451126740673e-51,1.1015499661260346e-50
ADGRE5,0.03783119452620427,14.97377,5.448245932441763e-51,1.9560096052536823e-50
CAVIN2,0.046840085884621185,14.918327,1.2523685509853333e-50,4.423688913964322e-50
LPXN,0.040257468126670595,14.7362,1.887155526759721e-49,6.5601120692123635e-49
GLIPR1,0.03692248146525125,14.389528,3.0102572266071905e-47,1.030072394729648e-46
LYZ,0.03738797106129777,13.973706,1.1278776869341443e-44,3.800080206747348e-44
ELF3,0.06443294862897068,13.921221,2.35396747715727e-44,7.810892083294578e-44
HOXD9,0.04507240392594548,13.490308,8.917718740190884e-42,2.91489612552508e-41
TCIM,0.050661026485914536,13.069117,2.471814471914197e-39,7.960696608076607e-39
CD8A,0.020483940165133142,13.056723,2.9089484455745293e-39,9.232749414214811e-39
BTNL9,0.03014725920958883,13.028208,4.2285412801524885e-39,1.3229293433619928e-38
AQP1,0.04352046665682628,12.970401,9.004309124388231e-39,2.7773854904803135e-38
TCF4,0.0415647863064752,12.941957,1.3044807440357613e-38,3.967795596442108e-38
PTGDS,0.03292806189282428,12.85175,4.20429113682637e-38,1.261287341047911e-37
EDNRB,0.03401127574013661,12.708391,2.655798358145937e-37,7.859727573431895e-37
CD68,0.0409513882133226,12.409792,1.1562645686209152e-35,3.3762925403730727e-35
CYTIP,0.023366877504963537,12.363531,2.0583392413346983e-35,5.931267024372355e-35
FBLIM1,0.031833787944771756,11.863927,9.11119447369342e-33,2.5913657009595573e-32
HAVCR2,0.034209914877058524,11.812038,1.691297991205879e-32,4.748644359924199e-32
CTLA4,0.01573896402500936,11.714396,5.377720090292876e-32,1.4907856959166328e-31
ITGAX,0.0347183637607616,11.372322,2.87194313351163e-30,7.861944327988087e-30
SERPINB9,0.031331602519496723,11.34545,3.906147495857085e-30,1.056106545176175e-29
CD69,0.02108055715722512,11.218435,1.6553820035317496e-29,4.421081204554307e-29
PTN,0.03635748974372374,11.171706,2.8046457214437124e-29,7.400209795134615e-29
RTKN2,0.063645026795841,11.1326885,4.3486028028865824e-29,1.1337428736097162e-28
CD4,0.031079827605525315,10.729995,3.6800169038700574e-27,9.481455317029913e-27
DSP,0.04633682479391069,10.515542,3.662916967725367e-26,9.327660650370412e-26
GJB2,0.036150974539169926,10.150597,1.646718987544386e-24,4.145189175542765e-24
GPR183,0.027082012469192108,10.137773,1.8778268107462195e-24,4.673228085834342e-24
HOXD8,0.0352568123321002,10.125916,2.1199601138950525e-24,5.216531066775466e-24
AR,0.047074427620028586,9.972113,1.0094400983645989e-23,2.4563042393538575e-23
APOC1,0.03059664068256752,9.967095,1.0617406942107159e-23,2.5551781541994152e-23
MYO5B,0.04446383404562788,9.938988,1.408374157616141e-23,3.3525428317166837e-23
CTTN,0.04318319437945496,9.88126,2.509887396310847e-23,5.910379997764252e-23
KLRB1,0.01781697520408114,9.840091,3.782128696024584e-23,8.811555153504085e-23
PIM1,0.02860530845460096,9.695262,1.5791308924338995e-22,3.6403122678213054e-22
SFRP4,0.025846457102800386,9.634571,2.856504473985688e-22,6.516400831279851e-22
MEDAG,0.029305467862401353,9.521889,8.502983305236118e-22,1.9197457153058867e-21
PCLAF,0.03874222701070555,9.337139,4.9486084011293155e-21,1.1058624896401226e-20
SOX17,0.02707504779248452,9.09927,4.5470558884386937e-20,1.0058638783515899e-19
CD14,0.028219801428733125,9.015348,9.81228080374837e-20,2.1488894960208932e-19
FGL2,0.029609012353455533,8.896503,2.8816836730021987e-19,6.248403211757243e-19
IL3RA,0.02724274041056426,8.478959,1.1360878071939968e-17,2.439247350740052e-17
MYLK,0.02624706337825218,8.445281,1.516574410599481e-17,3.224561125449382e-17
ERN1,0.023887352451488313,8.394911,2.3312401411593934e-17,4.909053758787569e-17
C1QC,0.028442455430307587,8.318051,4.4710640983685414e-17,9.325362262311529e-17
LYPD3,0.036108233582574,8.138196,2.0060549882206764e-16,4.1445853058521523e-16
CD83,0.02329970652308193,8.105471,2.627086144703844e-16,5.376933324206934e-16
AVPR1A,0.02121396337716891,7.975231,7.604793436759776e-16,1.542083113565177e-15
AIF1,0.021781105296760587,7.4133115,6.159205184244697e-14,1.2374916838069622e-13
PPARG,0.023864641881331344,7.098192,6.319965481315454e-13,1.2582476730982585e-12
EGFL7,0.026749754109199116,6.932269,2.0707159683232675e-12,4.085466640205366e-12
PCOLCE,0.024149203463524754,6.909028,2.439927312642937e-12,4.770929298828601e-12
LRRC15,0.02295365058248785,6.8208337,4.525684207662786e-12,8.771016296266814e-12
TYROBP,0.021925406422478068,6.776135,6.171668828354943e-12,1.1856100643945023e-11
RAB30,0.022715451456483165,6.7553906,7.122545865706381e-12,1.3563804735562585e-11
DUSP5,0.022034673843062548,6.660949,1.360323107425161e-11,2.568196211431985e-11
CD163,0.021142872559432497,6.6404505,1.563629473910811e-11,2.9267936306535697e-11
NARS,0.02958633477195999,6.593243,2.1516050631167366e-11,3.993233125614961e-11
BACE2,0.023137362218485148,6.5907407,2.1881885430632646e-11,4.0270024447971003e-11
BASP1,0.024258099125564123,6.4218483,6.731477859243979e-11,1.2284947093120262e-10
FLNB,0.025139125533187784,6.402258,7.654787683555659e-11,1.3854533080154456e-10
CLDN4,0.025601016373051243,6.0752125,6.191182726371276e-10,1.1113680467830405e-09
STC1,0.023114120520322825,5.778155,3.7762142282165425e-09,6.723503381946527e-09
LAG3,0.015431920215417495,5.767666,4.0188482782805846e-09,7.097804620511678e-09
PDK4,0.02020506412130611,5.7349615,4.8767246626554766e-09,8.544021608972394e-09
SNAI1,0.016621826486743346,5.535411,1.5524979198315273e-08,2.6983892416119405e-08
MMP1,0.015510411288338582,5.52057,1.6895106511291885e-08,2.9134081306873407e-08
RAPGEF3,0.021294942171825697,5.439144,2.6768565430062745e-08,4.579934241549798e-08
TPD52,0.02223913340318669,5.331103,4.88090554748136e-08,8.286188487584634e-08
FCGR3A,0.016772011482395124,5.2618327,7.131325399905047e-08,1.2013540481378502e-07
AKR1C1,0.018397267435490333,5.2499213,7.608209391246567e-08,1.271906760826716e-07
SVIL,0.019985896997249404,5.1508517,1.2965306875021802e-07,2.1510622769922535e-07
ITGAM,0.015336142958355278,5.1336,1.4212576667267416e-07,2.340266383557567e-07
CCPG1,0.0184123010157459,5.128423,1.46089512322754e-07,2.387582328259935e-07
S100A14,0.019780389767525695,5.0104127,2.715671742395956e-07,4.405423048775662e-07
HMGA1,0.02038761442488452,4.9846845,3.1031505021925155e-07,4.996984999854124e-07
SH3YL1,0.0211425580543015,4.9603925,3.517544717640196e-07,5.622936446446736e-07
JUP,0.019392461468295274,4.958244,3.55666233563327e-07,5.644268489157146e-07
SELL,0.011719872966524155,4.7020273,1.2879551116906051e-06,2.0151769228798747e-06
FAM107B,0.015407363388041348,4.701982,1.2882409552656732e-06,2.0151769228798747e-06
KLF5,0.021441807575135842,4.685991,1.3930438236443273e-06,2.163663811192253e-06
IGSF6,0.013261166142759814,4.575777,2.3722780369880924e-06,3.658654155636565e-06
ANKRD28,0.017982705410041162,4.511907,3.212366427452157e-06,4.919638095188967e-06
SMAP2,0.01461152331302649,4.4185753,4.9676835581470176e-06,7.555018744681923e-06
TMEM147,0.01926526979395528,4.4160743,5.025478007867681e-06,7.590204715331187e-06
CD86,0.014575786756316976,4.3114486,8.109424906268419e-06,1.216413735940263e-05
TUBA4A,0.017913194405988535,4.2939215,8.77722938052295e-06,1.3076280505677047e-05
ANKRD29,0.013713692021836726,4.2824206,9.243554019532425e-06,1.3677961691064874e-05
CXCL16,0.015486748813373833,4.245703,1.0895445166481572e-05,1.6014110680936e-05
TRAF4,0.018594521670297154,4.1927395,1.3780294023746995e-05,2.0119229274670614e-05
MNDA,0.01002204484207452,4.098606,2.078228404548223e-05,3.014119341695767e-05
DSC2,0.016153564013863243,4.07511,2.2996304855833745e-05,3.313283396991836e-05
TFAP2A,0.01712549171807718,4.033016,2.753274041882175e-05,3.9409608834784076e-05
USP53,0.01679682817521762,3.989486,3.310831648723102e-05,4.7082605913659694e-05
SERPINA3,0.011235638120412445,3.774379,8.020336552145606e-05,0.0001133195938657992
MRC1,0.01202271634899871,3.7624032,8.41442091100977e-05,0.00011812552432763716
FAM49A,0.011236763187310497,3.5577292,0.00018703729886674735,0.00026089916211348836
MDM2,0.01498300330796349,3.496674,0.00023554852257777844,0.0003264881420540094
ZNF562,0.014900499083198208,3.4893732,0.00024207734020836538,0.0003334272799096353
PDE4A,0.01024872104553293,3.2712092,0.0005354432266993898,0.0007328879165447898
SLAMF1,0.006887198975268738,3.2099276,0.0006638421393979444,0.0009029902393052783
ENAH,0.012914795423668567,3.1582968,0.0007934694326280452,0.0010726531218860612
RHOH,0.012975454996839586,3.1180406,0.0009102887298401976,0.001223025962177934
C1QA,0.008211967552976587,3.0465167,0.0011575482582059915,0.001545750417970196
LPL,0.008783091002120233,2.9554186,0.0015612254696881986,0.0020721719870407
NPM3,0.011296493206045664,2.8952796,0.0018941044537683443,0.0024988486468389606
C6orf132,0.012274751989873196,2.8053703,0.0025129399423157762,0.003295412259683563
MZB1,0.00987278006780355,2.768904,0.0028122605143461755,0.0036659824562012646
OCIAD2,0.009980442138098521,2.763268,0.0028612879569275182,0.003707822855426784
HOOK2,0.011483619677854084,2.6279275,0.004295340608878828,0.005533409372614491
SEC11C,0.008157302909299285,2.5364878,0.0055985319213182495,0.007170049653618109
DUSP2,0.006400568247794671,2.4244785,0.007665194874005418,0.009759753938413876
EIF4EBP1,0.009086010185073426,2.3911495,0.008397855624876379,0.010630811455768364
ESM1,0.0037222617308480953,2.2926083,0.010935284172872118,0.013763374907235598
DMKN,0.009742413093987623,2.1947105,0.014092185775722117,0.017635363913617964
MAP3K8,0.00611852745276877,1.9392017,0.026238390584599012,0.03264890646606355
SLAMF7,0.00882743229896585,1.8508862,0.03209296138613551,0.03970824035911682
SLC5A6,0.0075404369719123425,1.7920432,0.03656302240751795,0.04498484217554175
OXTR,0.006862886819191405,1.763936,0.03887137388006357,0.04755771441192135
DST,0.00688435475013161,1.6756425,0.046904120367280984,0.057066679780191865
CCDC6,0.006698616695739987,1.5609434,0.05926855712202055,0.07171167961172653
WARS,0.005888539790748526,1.5422392,0.061507740079941114,0.07401206086542365
SMS,0.006310630968557163,1.5348333,0.06241238893440006,0.0746902359378886
APOBEC3B,0.004354768738455754,1.5188664,0.06439806152846717,0.07664769279746908
LARS,0.0062243621533934574,1.4481897,0.07378199724686937,0.08734193187602375
SRPK1,0.005854791699561574,1.4399354,0.07494283179570795,0.0882391406626884
PELI1,0.005078552984035304,1.4099772,0.07927320801278359,0.09283867676363426
POLR2J3,0.0057409522179497265,1.3420622,0.08978790875249948,0.10459336179147546
PTRHD1,0.004851037484208981,1.216048,0.11198331833919573,0.12975844823430616
C2orf42,0.0038745208054122723,0.9433563,0.17274935003725106,0.19911635609556833
SQLE,0.003532170257338616,0.83699286,0.2012982907665144,0.23080798784223377
TOMM7,0.0031879914392889605,0.7530104,0.22572183459280187,0.25498312299277326
CDC42EP1,0.0027088912657862066,0.7505797,0.2264528165135254,0.25498312299277326
SEC24A,0.0031062857400447493,0.74987173,0.22666598089097512,0.25498312299277326
ANGPT2,0.002350137007699107,0.7486312,0.22703976704835976,0.25498312299277326
FSTL3,0.0027119788970349726,0.6458641,0.2591836760834275,0.28959808705240114
RORC,0.0025183181511264745,0.61022717,0.27085566775049774,0.30110350881908127
DNTTIP1,0.0022897971244871854,0.5904556,0.27744262493820315,0.30686835788619443
VOPP1,0.0018642891626470285,0.49715918,0.3095384011852096,0.3404381415254465
CEACAM6,0.00180695090365145,0.49329406,0.3109024123520059,0.3404381415254465
HDC,0.001814511296056377,0.43432164,0.3320274451139891,0.36176124616897315
SDC4,0.0014916059901674385,0.35348007,0.36186428343646393,0.39231820828012676
KRT15,0.001270786651616852,0.32383013,0.3730333227891406,0.402434963994196
TENT5C,0.0007627539354930004,0.23425215,0.4073946137353156,0.4361385303572621
LGALSL,0.0008179962141648793,0.23202956,0.40825752841661517,0.4361385303572621
QARS,0.00034599208219489004,0.082410514,0.46716013762291103,0.49664111718163845
TUBB2B,8.846715501397044e-05,0.023449354,0.4906459185577484,0.5190891602132701
SLC25A37,-0.0007345385025627515,-0.19000573,0.5753476815695475,0.6057747224217832
ADAM9,-0.0015138893374003818,-0.35937026,0.6403409406111252,0.670979263128404
KARS,-0.0015072131389349836,-0.3688108,0.6438656239664984,0.6714598649936341
TIFA,-0.0014042062572018313,-0.3844958,0.6496944939455952,0.6727374601604519
ACTG2,-0.0014814637144255946,-0.38865533,0.6512344363197068,0.6727374601604519
TRIB1,-0.0023017408819713224,-0.61398053,0.7303859039356183,0.7509601547507061
TRAPPC3,-0.0027128563816586023,-0.70928866,0.7609273169194711,0.7787059925484308
THAP2,-0.0031930368177176135,-0.79544294,0.7868220545502287,0.8014606044023259
CCL8,-0.002643610801687042,-0.8718659,0.8083592384682963,0.8195864501136894
DAPK3,-0.005138623225457541,-1.2343985,0.891472773211683,0.8996891121352929
HPX,-0.005244764690478187,-1.2927854,0.9019573553816796,0.9060947744430635
ESR1,-0.00562384503013182,-1.6959558,0.9550528700924756,0.9550528700924756
