seed	num_iterations	metric	component	value
0	6	interaction_distance	state_0:state_1	19.59406355134302
0	6	interaction_distance	state_0:state_2	32.86204469379962
0	6	interaction_distance	state_0:state_3	37.54017088621925
0	6	interaction_distance	state_0:state_4	52.37617601681974
0	6	interaction_distance	state_0:state_5	49.92042968005517
0	6	interaction_distance	state_0:state_6	47.06393600503346
0	6	interaction_distance	state_0:state_7	42.447654890614295
0	6	interaction_distance	state_0:state_8	28.15466830804767
0	6	interaction_distance	state_1:state_0	17.315654559442166
0	6	interaction_distance	state_1:state_1	14.677255919897645
0	6	interaction_distance	state_1:state_2	29.710238754644386
0	6	interaction_distance	state_1:state_3	40.17127542714719
0	6	interaction_distance	state_1:state_4	52.27139814993848
0	6	interaction_distance	state_1:state_5	48.218636858932854
0	6	interaction_distance	state_1:state_6	47.55691766750693
0	6	interaction_distance	state_1:state_7	40.49363166976846
0	6	interaction_distance	state_1:state_8	26.38302275862537
0	6	interaction_distance	state_2:state_0	17.534187096831314
0	6	interaction_distance	state_2:state_1	16.167933520808276
0	6	interaction_distance	state_2:state_2	30.7715412389908
0	6	interaction_distance	state_2:state_3	41.80217833821033
0	6	interaction_distance	state_2:state_4	53.65817111409722
0	6	interaction_distance	state_2:state_5	50.100848526749544
0	6	interaction_distance	state_2:state_6	48.90686726614942
0	6	interaction_distance	state_2:state_7	42.18304104704561
0	6	interaction_distance	state_2:state_8	26.880467835654102
0	6	interaction_distance	state_3:state_0	11.01683124631068
0	6	interaction_distance	state_3:state_1	20.383865920930404
0	6	interaction_distance	state_3:state_2	32.24737159126678
0	6	interaction_distance	state_3:state_3	35.917973335457326
0	6	interaction_distance	state_3:state_4	50.3571991225151
0	6	interaction_distance	state_3:state_5	47.33644674678648
0	6	interaction_distance	state_3:state_6	44.48917112447211
0	6	interaction_distance	state_3:state_7	41.427951086273026
0	6	interaction_distance	state_3:state_8	27.99157303018508
0	6	interaction_distance	state_4:state_0	15.442617690635226
0	6	interaction_distance	state_4:state_1	18.2398033884699
0	6	interaction_distance	state_4:state_2	32.27763184889104
0	6	interaction_distance	state_4:state_3	41.04408609940534
0	6	interaction_distance	state_4:state_4	52.423927604672
0	6	interaction_distance	state_4:state_5	49.9641494601678
0	6	interaction_distance	state_4:state_6	50.488605871522275
0	6	interaction_distance	state_4:state_7	44.26591268502274
0	6	interaction_distance	state_4:state_8	27.841740739317284
0	6	interaction_distance	state_5:state_0	17.172097795104595
