,combined_pvalue,adjusted_pvalue
LDHB,1.06224541718269e-07,6.34491320306965e-06
LGALSL,0.121495306964288,1
LPL,0.0868279243256244,1
LPXN,0.0614142947579112,0.886852872185328
LRRC15,0.831562789620768,1
LUM,8.02623190132579e-10,6.20420704289018e-08
LYPD3,0.0451633048474989,0.698216790792611
LYZ,0.222601085258413,1
MAP3K8,0.489132110448519,1
MDM2,0.175967284517092,1
MEDAG,0.35231171845753,1
MKI67,2.22044604925031e-16,2.9178551301551e-14
MLPH,0.0130905515915797,0.226343409996543
MMP1,0.00573320418076473,0.112446542506656
MMP2,1.41130517941068e-05,0.000561992468755665
MMRN2,5.81756864903582e-14,5.88060033923567e-12
MNDA,0.0915500059145016,1
MRC1,0.731485382210646,1
MYLK,1.53279424941477e-06,7.74700818062618e-05
MYO5B,0.791290692626134,1
MZB1,0.817932001484567,1
NARS,0.000471726155981789,0.0123977665183491
NOSTRIN,1.3737963322491e-07,7.80960980375991e-06
NPM3,0.241563930335496,1
OCIAD2,0.33520504828641,1
OXTR,0.27893065747375,1
PCLAF,6.3202864452494e-05,0.00218563011064082
PCOLCE,0.00288040138749723,0.0630848770847364
PDE4A,0.123696998358515,1
PDGFRA,6.09658726566931e-05,0.00216525260958722
PDGFRB,2.18026419140926e-09,1.50792249913857e-07
PDK4,0.313623273607936,1
PECAM1,2.22044604925031e-16,2.9178551301551e-14
PELI1,0.0501860167605442,0.758031014287012
PIM1,0.285561521453762,1
POLR2J3,0.00779640637755041,0.146359166716526
POSTN,1.69793039983546e-06,8.26379661583113e-05
PPARG,2.92622415465349e-06,0.00013204217935922
PRDM1,0.00493523224145254,0.0982623528815583
PTGDS,0.702272865922498,1
PTN,0.812893292023712,1
PTPRC,0.00124740934637479,0.0303555938927977
PTRHD1,0.489134899742594,1
QARS,0.18223278065578,1
RAB30,0.00404636659487978,0.0844011137064783
RAMP2,2.22044604925031e-16,2.9178551301551e-14
RAPGEF3,0.823118185612313,1
RHOH,0.445471372454733,1
RORC,0.922762645839386,1
RTKN2,7.41207095700247e-12,6.95720872140768e-10
RUNX1,0.204294476147344,1
S100A14,0.368764679072605,1
S100A4,0.0359935230729971,0.57681162638229
SCD,0.00263966113623559,0.0598058524356071
SDC4,0.206289881745411,1
SEC11C,0.611038254266676,1
SEC24A,0.738038780453115,1
SELL,0.137125963545137,1
SERHL2,0.664186700582024,1
SERPINA3,0.470328395722525,1
SERPINB9,0.0743526473978593,1
SFRP4,0.0860555685213185,1
SH3YL1,0.0478404495368417,0.731004921375679
SLAMF1,0.180190418503905,1
SLAMF7,0.000635759376680478,0.0163812145428332
SLC25A37,0.834043455840964,1
SLC5A6,0.161559483388438,1
SMAP2,0.276989221382304,1
SMS,0.431067820674192,1
SNAI1,0.118845244362378,1
SOX17,0.00216640519977096,0.0508364438136896
SQLE,0.446432137634837,1
SRPK1,0.846728755108562,1
STC1,0.00470380783572832,0.0950954449297915
SVIL,0.118869969721572,1
TACSTD2,0.0101018933096421,0.183686002309805
TCF4,1.49709914634144e-05,0.000578622271436126
TCIM,0.00229834242723392,0.05298627371867
TENT5C,0.126832595608426,1
TFAP2A,0.646120933869047,1
THAP2,0.430327940034775,1
TIFA,0.410241360169364,1
TMEM147,0.879922753267035,1
TOMM7,0.33228600458293,1
TOP2A,5.55e-17,2.9178551301551e-14
TPD52,0.0103438992531882,0.183686002309805
TRAC,0.0683564034912917,0.965872400109661
TRAF4,0.0848909036964016,1
TRAPPC3,0.694884921729027,1
TRIB1,0.246583358947302,1
TUBA4A,0.0187991884605545,0.316714538059395
TUBB2B,0.267775050856639,1
TYROBP,0.149382401399668,1
USP53,0.821454178710526,1
VOPP1,0.881175292561274,1
VWF,2.22044604925031e-16,2.9178551301551e-14
WARS,0.479273741673108,1
ZEB1,9.72442788412797e-05,0.00304255382328916
ZEB2,0.000236803561558752,0.00662085188144863
ZNF562,0.756701066362927,1
