,combined_pvalue,adjusted_pvalue
FLNB,0.162324687693731,1
FOXA1,0.000782559051799359,0.102834921150776
FSTL3,0.384093286905211,1
GATA3,0.0304044540845558,1
GJB2,0.231409253043453,1
GLIPR1,0.192908620002512,1
GPR183,0.349199317255868,1
GZMA,0.010794016455832,0.653367001230373
HAVCR2,0.023577470644712,0.911258927139248
HDC,0.333330307615834,1
HMGA1,0.245204554656701,1
HOOK2,0.203887087649479,1
HOXD8,0.901076691180217,1
HOXD9,0.00936812854236324,0.615525919589806
HPX,0.574909349554743,1
IGF1,0.00858804307275363,0.593969456729265
IGSF6,0.33458498988999,1
IL2RG,0.696486247763821,1
IL3RA,0.31476144290269,1
IL7R,0.799862851053885,1
ITGAM,0.0949172243876198,1
ITGAX,0.00811720246133252,0.592594168493093
ITM2C,0.360018003059989,1
JUP,0.68152454813819,1
KARS,0.259828540860844,1
KDR,0.892441728113002,1
KLF5,0.702581860626995,1
KLRB1,0.908835236477257,1
KRT15,0.865489362521182,1
KRT7,0.000624462009716886,0.0940073356247712
KRT8,0.90291452645389,1
LAG3,0.552290053668929,1
LARS,0.495283725254474,1
LDHB,0.183663795563444,1
LGALSL,0.776315068822292,1
LPL,0.407258370216759,1
LPXN,0.030195048811366,1
LRRC15,0.256831240093729,1
LUM,2.29320383428044e-05,0.0100448835112892
LYPD3,0.0204276325539604,0.838864004157817
LYZ,0.000571194555660126,0.0940073356247712
MAP3K8,0.494350650988661,1
MDM2,0.737528252189801,1
MEDAG,0.439651472238681,1
MKI67,0.096029451678441,1
MLPH,0.356411606331995,1
MMP1,0.0146791183793727,0.723273724574334
MMP2,1.02155033492313e-05,0.0100448835112892
MMRN2,0.0614430409817075,1
MNDA,0.280981218710788,1
MRC1,0.481924280779931,1
MYLK,0.629673776374021,1
MYO5B,0.476798245642036,1
MZB1,0.443169183498895,1
NARS,0.907038840175006,1
NOSTRIN,0.428354514698644,1
NPM3,0.931321289076824,1
OCIAD2,0.570256870896543,1
OXTR,0.271544565280311,1
PCLAF,0.592996991463847,1
PCOLCE,0.894195789142574,1
PDE4A,0.747130622134392,1
PDGFRA,0.0109384648864793,0.653367001230373
PDGFRB,0.203431261906614,1
PDK4,0.0606262046337437,1
PECAM1,0.0197089164765899,0.835457871766025
PELI1,0.0136539163015263,0.723273724574334
PIM1,0.346329609231664,1
POLR2J3,0.75103217930459,1
POSTN,0.000643844148903061,0.0940073356247712
PPARG,0.715705909591268,1
PRDM1,0.031395963579833,1
PTGDS,0.284311346118329,1
PTN,0.33370116026659,1
PTPRC,0.177890409574732,1
PTRHD1,0.38929240708567,1
QARS,0.274153682733968,1
RAB30,0.405081465333069,1
RAMP2,0.71309228431198,1
RAPGEF3,0.275699886590436,1
RHOH,0.124255171113887,1
RORC,0.823854048685717,1
RTKN2,0.0501528209814361,1
RUNX1,0.145675707356153,1
S100A14,0.503041613098474,1
S100A4,0.359748215451105,1
SCD,0.0049004750032211,0.429309421356226
SDC4,0.510486577660799,1
SEC11C,0.482288783318972,1
SEC24A,0.333122578121083,1
SELL,0.258334256392137,1
SERHL2,0.0973184677233603,1
SERPINA3,0.277769427677985,1
SERPINB9,0.447376427585658,1
SFRP4,0.0127272842840078,0.723273724574334
SH3YL1,0.482732203670042,1
SLAMF1,0.176823703501288,1
SLAMF7,0.106393444380197,1
SLC25A37,0.694689864197558,1
SLC5A6,0.496431766671811,1
SMAP2,0.333474027841173,1
SMS,0.985039957596203,1
SNAI1,0.39438471247198,1
SOX17,0.0904951970813022,1
SQLE,0.71839466575575,1
SRPK1,0.50547383273095,1
STC1,0.69963705422183,1
SVIL,0.314517469089279,1
TACSTD2,0.00774814850897543,0.592594168493093
TCF4,0.870757228435402,1
TCIM,0.777410768876355,1
TENT5C,0.370489056457079,1
TFAP2A,0.260808235111806,1
THAP2,0.660777462469994,1
TIFA,0.390188388061775,1
TMEM147,0.77023793919574,1
TOMM7,0.6259298546594,1
TOP2A,0.243836188821047,1
TPD52,0.217154243622633,1
TRAC,0.493641557949968,1
TRAF4,0.0616778650356913,1
TRAPPC3,0.852418833145881,1
TRIB1,0.512867669023076,1
TUBA4A,0.747800852067293,1
TUBB2B,0.813772239884358,1
TYROBP,0.200635178388238,1
USP53,0.778384340695848,1
VOPP1,0.899984056651156,1
VWF,0.0168458390222804,0.771190097816694
WARS,0.515325571239735,1
ZEB1,0.102557239077613,1
ZEB2,0.0141546146920841,0.723273724574334
ZNF562,0.497025484492508,1
