,combined_pvalue,adjusted_pvalue
SVIL,0.550705637577686,1
TACSTD2,1.11022302462516e-16,5.8357102603102e-15
TCF4,8.63133127801952e-05,0.00133438871348238
TCIM,2.22044604925031e-16,7.29463782538776e-15
TENT5C,0.119818651137475,1
TFAP2A,0.113984939857736,1
THAP2,0.492917369237269,1
TIFA,0.0587266319528004,0.607651918491547
TMEM147,7.08210090210049e-05,0.00110791469860017
TOMM7,0.732473264493358,1
TOP2A,0.0303762072495195,0.344111398122285
TPD52,8.65973959207622e-15,2.58628068354657e-13
TRAC,2.4932631514929e-09,5.74800004700215e-08
TRAF4,3.17022938738365e-05,0.000508042840161306
TRAPPC3,0.125742317303312,1
TRIB1,0.352338915752769,1
TUBA4A,0.266435522960126,1
TUBB2B,0.398497891560102,1
TYROBP,0.00171179126404541,0.0239302068275492
USP53,0.016089984973235,0.193978073009759
VOPP1,0.717093531089921,1
VWF,0.583843394754317,1
WARS,0.575673518426506,1
ZEB1,6.80179452161589e-06,0.000120785635438518
ZEB2,1.11022302462516e-16,5.8357102603102e-15
ZNF562,1.57920456681504e-05,0.000269507692835041
