genes,observed,p.value
FLNB,0.00320077397192558,0.479024390243902
CCL8,-0.00298527049348782,0.491707317073171
TRAPPC3,-0.00304845855577555,0.493658536585366
SEC24A,-0.00291071277799264,0.518048780487805
GLIPR1,0.00280002469458552,0.519024390243903
CXCL16,-0.00253306089716777,0.525853658536585
NARS,0.00277373042363165,0.530731707317073
STC1,-0.00278836172182598,0.531707317073171
DMKN,0.00263072842454232,0.537560975609756
CDC42EP1,-0.0028225978227935,0.542439024390244
C1QC,0.00232335245901733,0.548292682926829
DAPK3,0.00281579623959624,0.55609756097561
KLRB1,0.00248432054135542,0.561951219512195
IGF1,0.00283894666843055,0.571707317073171
GJB2,-0.00240944252558269,0.575609756097561
POLR2J3,-0.00223395293070865,0.575609756097561
CCND1,0.00234263425470509,0.584390243902439
RHOH,-0.00250790665445669,0.587317073170732
OXTR,0.00230871226513687,0.589268292682927
CD83,0.00189340770344894,0.589268292682927
ANKRD28,-0.00273958116666067,0.593170731707317
THAP2,-0.0022523426636925,0.601951219512195
PTGDS,0.00229820931850675,0.611707317073171
TUBA4A,0.00226082444253287,0.622439024390244
TRIB1,-0.00218379771159157,0.627317073170732
LRRC15,0.00213492550226223,0.630243902439024
SERHL2,0.00236579817101723,0.631219512195122
RAPGEF3,-0.00199285790821522,0.63219512195122
ENAH,-0.00198255468247452,0.63609756097561
IGSF6,-0.00203330697763928,0.64
SLC25A37,-0.00191568661887987,0.646829268292683
APOC1,0.00168081796156214,0.666341463414634
KLF5,0.00201587974399069,0.674146341463415
SRPK1,-0.00194016396331736,0.681951219512195
MMP1,-0.00163390938437746,0.698536585365854
MRC1,-0.00133182604151049,0.705365853658537
EDNRB,0.00179046676433066,0.714146341463415
DST,0.00153877630464936,0.717073170731707
DSC2,0.00145046151690581,0.717073170731707
MDM2,0.00153406518087634,0.728780487804878
FAM49A,0.00155708625401771,0.749268292682927
SELL,0.00116160995994944,0.761951219512195
TFAP2A,-0.00117688355287085,0.785365853658537
CD3D,0.000939304242842631,0.801951219512195
ABCC11,-0.00106937202351112,0.804878048780488
SVIL,0.000977319399537222,0.821463414634146
TMEM147,0.00103710923927178,0.824390243902439
VOPP1,-0.000897702539573721,0.831219512195122
BACE2,0.000980266936088432,0.83609756097561
LARS,0.000847073076211998,0.867317073170732
WARS,-0.000493890892782426,0.911219512195122
C2orf42,0.000401686464350887,0.914146341463415
ITM2C,0.000372794429892088,0.929756097560976
MAP3K8,-0.000319774465085997,0.952195121951219
TUBB2B,-0.000275936473228971,0.954146341463415
ACTG2,0.000212094198333291,0.958048780487805
LYPD3,0.000265217064230399,0.959024390243902
CD8B,-4.51233042597871e-05,0.987317073170732
SMS,-6.40731312964297e-05,0.993170731707317
