,combined_pvalue,adjusted_pvalue
SERPINA3,0.00541171449905442,0.0441705188727022
SERPINB9,2.14167212853056e-08,2.65503725706372e-07
SFRP4,1.93506499712726e-09,2.62148467405775e-08
SH3YL1,1.35821347830856e-05,0.000138357219540441
SLAMF1,0.238047769924804,1
SLAMF7,0.000710715077170687,0.00626805444922262
SLC25A37,0.672014833825357,1
SLC5A6,0.117018294404119,0.840284154885014
SMAP2,0.0586401705673134,0.442863080618614
SMS,0.285353072495463,1
SNAI1,0.000429181344080543,0.0039165334815119
SOX17,3.97525345974259e-11,5.86946230364161e-10
SQLE,0.0258026105613227,0.201826349965352
SRPK1,0.0165173659272589,0.131546817658206
STC1,1.94935161335064e-06,2.11703633366956e-05
SVIL,0.000180059071119842,0.00172710180630685
TACSTD2,5.55e-17,1.97112769153314e-15
TCF4,1.11022302462516e-16,2.86064228446579e-15
TCIM,2.22044604925031e-16,4.10965511289451e-15
TENT5C,0.0961115219875365,0.705579450521525
TFAP2A,0.00101674979979438,0.00884831649331338
THAP2,0.543098587398763,1
TIFA,0.794780302665354,1
TMEM147,0.000208619000894972,0.00198654439441573
TOMM7,0.141592254765514,1
TOP2A,5.55e-17,1.97112769153314e-15
TPD52,4.01629827173622e-08,4.79796166113694e-07
TRAC,1.11022302462516e-16,2.86064228446579e-15
TRAF4,0.000661516008823471,0.00587356992515507
TRAPPC3,0.851715480378856,1
TRIB1,0.251636308327894,1
TUBA4A,2.01083898854204e-06,2.16591279427853e-05
TUBB2B,0.30556634983114,1
TYROBP,0.00200970626197916,0.017038226515418
USP53,4.29730853271915e-05,0.000427805244843655
VOPP1,0.265480558682411,1
VWF,5.55e-17,1.97112769153314e-15
WARS,0.11020213153745,0.80008277399427
ZEB1,5.55e-17,1.97112769153314e-15
ZEB2,5.55e-17,1.97112769153314e-15
ZNF562,0.00114673175054736,0.00984904012315544
