genes,gene,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
HOOK2,HOOK2,2.0594148180744426e-09,4,TOMM7,1.7063230033817542,485165195.4097903,-3987.7547787791227,-6.148536811791236,7.941350570930889e-08,SE,3171,0.0009893044682701751,168895415010342.6,0.002329111099243164,8007.756766656399,-3987.7548577060256,7.892690291555482e-05,0.9929116218314411,0.9929148290102869
HOXD8,HOXD8,2.0504744165350125e-09,4,ACTG2,4.266364990871848,485165195.4097903,-5451.269743262736,-6.7294814463588315,9.709812422560198e-08,SE,3171,0.00023127931290348316,39829388093532.984,0.003635883331298828,10934.786695623625,-5451.2698222646795,7.900194395915605e-05,0.992908253024975,0.9929148290102869
HOXD9,HOXD9,2.050474416535013e-09,4,APOC1,4.266364990871848,485165195.4097903,-5211.346419511825,-1.857931829293258,1.0344225136134062e-08,SE,3171,0.0038214525711556544,658105195950259.4,0.002536773681640625,10454.940048121804,-5211.3464984037655,7.889194057497662e-05,0.9929131919375458,0.9929148290102869
HPX,HPX,2.050474416535013e-09,4,CD3D,4.266364990871848,485165195.4097903,-2988.77775139999,-1.371638274623886,4.672734707761153e-09,SE,3171,0.00012129896409812119,20889302444545.77,0.0022499561309814453,6009.802711898134,-2988.77783045749,7.90574999882665e-05,0.992905759987073,0.9929148290102869
IGF1,IGF1,2.050474416535013e-09,4,CD69,4.266364990871848,485165195.4097903,-3598.353549968291,-1.2362324157367368,4.317573569493771e-09,SE,3171,0.0001235524830159139,21277388514268.492,0.0023391246795654297,7228.954309034736,-3598.3536290239385,7.905564734755899e-05,0.9929058431089052,0.9929148290102869
IGSF6,IGSF6,2.0504744165350125e-09,4,DST,4.266364990871848,485165195.4097903,-5264.418566761524,-8.963379592401541,1.6893678919627262e-07,SE,3171,4.7102200176462805e-05,8111628261670.446,0.0022840499877929688,10561.084342621201,-5264.418645940842,7.917931816336932e-05,0.9929002965463681,0.9929148290102869
IL2RG,IL2RG,2.050474416535013e-09,4,EDNRB,4.266364990871848,485165195.4097903,-3907.295802592056,-1.799109341647151,8.090288835337954e-09,SE,3171,4.4418347855091764e-05,7649433029629.843,0.002245187759399414,7846.838814282266,-3907.2958817810077,7.91889515312505e-05,0.9928998646774697,0.9929148290102869
IL3RA,IL3RA,2.0504744165350125e-09,4,EIF4EBP1,4.266364990871848,485165195.4097903,-5202.584390574408,-4.753997058948729,4.979458623467999e-08,SE,3171,0.00013535823624471994,23310496971672.223,0.002298116683959961,10437.41599024697,-5202.584469621153,7.904674566816539e-05,0.9929062425112635,0.9929148290102869
IL7R,IL7R,2.050474416535013e-09,4,PDK4,4.266364990871848,485165195.4097903,-5775.062586165728,-2.652036937740793,1.9104795989178958e-08,SE,3171,0.00024579891221515425,42329857109490.69,0.0022459030151367188,11582.37238142961,-5775.062665163301,7.899757292761933e-05,0.9929084492091487,0.9929148290102869
ITGAM,ITGAM,2.0504744165350125e-09,4,PPARG,4.266364990871848,485165195.4097903,-5177.468308464951,-2.5874732631979773,1.6960496939010555e-08,SE,3171,1.6039823385991042e-05,2762271915166.791,0.002297639846801758,10387.183826028057,-5177.468387874961,7.941000967548462e-05,0.9928899617339965,0.9929148290102869
ITGAX,ITGAX,2.050474416535013e-09,4,SERHL2,4.266364990871848,485165195.4097903,-5785.7992303231,-9.502996974648559,1.9077588922925027e-07,SE,3171,5.089851817676715e-05,8765404948665.739,0.002238035202026367,11603.845669744354,-5785.799309490136,7.916703543742187e-05,0.9929008472254761,0.9929148290102869
ITM2C,ITM2C,2.0504744165350125e-09,4,SFRP4,4.266364990871848,485165195.4097903,-3790.225138875532,-1.9251657834984481,8.956951656108744e-09,SE,3171,3.979249203118316e-05,6852798844919.711,0.002444744110107422,7612.697486849218,-3790.2252180833,7.920776806713548e-05,0.9928990211981322,0.9929148290102869
JUP,JUP,2.050474416535013e-09,4,SMAP2,4.266364990871848,485165195.4097903,-5119.984852563575,-3.0017998312097953,2.1621131022838352e-08,SE,3171,0.0003115149113298472,53647030270523.36,0.003072977066040039,10272.216914225304,-5119.984931545334,7.89817586337449e-05,0.9929091590444288,0.9929148290102869
KARS,KARS,2.00132229317099e-09,4,BASP1,10.667306365361508,485165195.4097903,-5608.546498158397,-5.699906745515375,7.111334802648941e-08,SE,3171,2.504730869416885e-05,4527959752320.891,0.0023822784423828125,11249.340205414948,-5608.54657744713,7.92887331044767e-05,0.9928953929619497,0.9929148290102869
KDR,KDR,2.00132229317099e-09,4,DSC2,10.667306365361508,485165195.4097903,-5084.934185608221,-4.175046227302382,3.8909815212816545e-08,SE,3171,3.413901954102752e-05,6171525585958.711,0.002351045608520508,10202.115580314596,-5084.934264834887,7.922666554804891e-05,0.9928981741911505,0.9929148290102869
KLF5,KLF5,2.00132229317099e-09,4,EGFL7,10.667306365361508,485165195.4097903,-2816.522864927181,-2.6516476501471566,1.5205516191769115e-08,SE,3171,2.6186890739177312e-05,4733969176218.282,0.0022759437561035156,5665.292938952516,-2816.5229442063855,7.927920432848623e-05,0.992895819872882,0.9929148290102869
KLRB1,KLRB1,2.00132229317099e-09,4,IL2RG,10.667306365361508,485165195.4097903,-4160.423157584391,-0.40838402201033003,2.0081023239281957e-09,SE,3171,2.7405163569059436e-05,4954204028928.691,0.002274751663208008,8353.093524266937,-4160.4232368540925,7.92697010183474e-05,0.9928962456684418,0.9929148290102869
KRT15,KRT15,2.00132229317099e-09,4,PTGDS,10.667306365361508,485165195.4097903,-4128.150576444368,-1.7953583424807285,8.27455231628996e-09,SE,3171,2.5294599277557868e-05,4572664028631.987,0.0022079944610595703,8288.54836198689,-4128.150655730973,7.928660488687456e-05,0.9928954883087349,0.9929148290102869
KRT7,KRT7,2.00132229317099e-09,4,PTPRC,10.667306365361508,485165195.4097903,-5174.188842698426,1.4479546322996295,7.475862912302976e-09,SE,3171,3.0968583910254613e-06,559838596809.6056,0.0022339820861816406,10380.624894495006,-5174.1889227849715,8.008654549485072e-05,0.9928597396878113,0.9929148290102869
KRT8,KRT8,2.00132229317099e-09,4,S100A4,10.667306365361508,485165195.4097903,-4970.932117307806,-0.24007035133158683,2.8937469702825184e-09,SE,3171,4.5531321801112475e-06,823098381956.7177,0.0027189254760742188,9974.111443713766,-4970.932197178654,7.987084791238885e-05,0.9928693613679134,0.9929148290102869
LAG3,LAG3,2.0013222931709906e-09,4,SLC5A6,10.667306365361508,485165195.4097903,-5477.319035562687,-7.354542264444923,1.1530544142100088e-07,SE,3171,6.616349149379528e-06,1196079108597.707,0.002566814422607422,10986.885280223527,-5477.319115260572,7.969788566697389e-05,0.9928770861318765,0.9929148290102869
LARS,LARS,2.00132229317099e-09,4,TRAF4,10.667306365361508,485165195.4097903,-5513.532513807986,-8.042257454322082,1.3721842953239925e-07,SE,3171,2.256098791288689e-05,4078491884676.3086,0.002129077911376953,11059.312236714126,-5513.5325931199295,7.931194340926595e-05,0.9928943531946122,0.9929148290102869
LDHB,LDHB,0.004492082119618232,4,ACTA2,26.671751089263537,189.03462978791484,-6057.108593451958,-4.230082636912036,0.04296532096202357,SE,3171,1.5973140953091512e-05,0.5839689681778938,0.00980997085571289,12146.46439600207,-6058.89315061503,1.7845571630723498,0.1815907273102717,0.5874994118861732
LGALSL,LGALSL,0.005883777360239662,4,ANKRD30A,26.671751089263537,144.12033721283913,-5566.95432838878,-9.828775822644888,0.1833282736496949,SE,3171,3.622465748593885e-05,0.7764148965734827,0.011670112609863281,11166.155865875713,-5568.477386893195,1.5230585044155305,0.21715723645780216,0.6204492470222919
LPL,LPL,0.007308283334593844,4,AQP1,26.671751089263537,115.86262436835374,-4763.388001745872,-2.3973154836300656,0.020863773417825197,SE,3171,2.9572488803591544e-05,0.4132582204543961,0.00940704345703125,9559.023212589898,-4765.901251017382,2.5132492715092667,0.11289294751017076,0.5644647375508538
LPXN,LPXN,0.003412898776273039,4,C1QC,26.671751089263537,249.07847247511123,-4574.790417735416,-2.3018786730128635,0.011935194518122468,SE,3171,8.541618767900628e-06,0.5385689591045643,0.009738922119140625,9181.828044568985,-4576.345998116462,1.5555803810466386,0.21231351259407705,0.6145917469828547
LRRC15,LRRC15,0.004212185061208946,4,C6orf132,26.671751089263537,201.65254321156544,-4702.171840900715,-4.6143919418771535,0.03923493416318133,SE,3171,6.510475854124357e-06,0.2703883333063404,0.010269880294799805,9436.590890899584,-4705.055233373652,2.8833924729369755,0.08949728779921873,0.5345164871346884
LUM,LUM,0.017785434737746946,4,CAV1,26.671751089263537,47.10708428140216,-5387.925215661779,-1.7129540916053616,0.043411235290070384,SE,3171,6.514497538238906e-05,0.1604874974480255,0.007647991180419922,10808.09764042171,-5395.712392433459,7.787176771680606,0.005261835478829746,0.11576038053425441
LYPD3,LYPD3,9.128458574229012e-09,4,CCDC6,26.671751089263537,93443024.40442434,-5378.483160927342,-8.264111189477102,7.495061250957479e-07,SE,3171,2.033594205206301e-06,17670342457.401844,0.0018160343170166016,10789.213530952838,-5378.483246709589,8.578224696975667e-05,0.9926102020982845,0.9929148290102869
LYZ,LYZ,0.001918230385276567,4,CD83,26.671751089263537,443.8228894741638,-3905.670932341385,-2.116116342432985,0.006581487123525494,SE,3171,9.716059254260815e-06,1.9272421857163449,0.007264852523803711,7843.589073780924,-3906.320702135604,0.6497697942186278,0.4201949961385463,0.9063029328478448
MAP3K8,MAP3K8,0.004188064444493217,4,CD9,26.671751089263537,202.81884770212085,-5324.388340343536,-10.095258994415383,0.1688539922174663,SE,3171,1.825729809063588e-05,0.7669311823906946,0.010435104370117188,10681.023889785225,-5326.132964326616,1.7446239830806007,0.18655400245329024,0.5948098628945485
MDM2,MDM2,0.022956772296469898,4,CD93,26.671751089263537,36.3033992377177,-4817.149924270094,-1.3391830071487423,0.03747996017006233,SE,3171,0.00010639984198904737,0.1606847005113728,0.005498170852661133,9666.547057638341,-4826.557968549036,9.408044278941816,0.002160355309415274,0.06789688115305147
MEDAG,MEDAG,1.101478216136715e-08,4,CDC42EP1,26.671751089263537,77440548.82076475,-3706.6170275800905,-2.6394864155096767,9.779558623786897e-08,SE,3171,3.15953961132465e-05,188559123857.92145,0.0034759044647216797,7445.481264258335,-3706.6171085565247,8.097643421933753e-05,0.9928201805267322,0.9929148290102869
MKI67,MKI67,0.004531191548843891,4,CDH1,26.671751089263537,187.39567977276386,-5466.469470831671,-9.753325537574991,0.16380063553855753,SE,3171,2.2916751873763166e-05,0.8235567841776127,0.010682106018066406,10965.186150761496,-5468.039748648433,1.570277816761518,0.21016667257225286,0.6145917469828547
MLPH,MLPH,0.021087252343182046,4,CENPF,26.671751089263537,39.59755114567298,-5807.565888014902,-7.009696791705335,0.1697397622976182,SE,3171,6.525682158988166e-05,0.11591327554735804,0.0070629119873046875,11647.378985127958,-5818.094068440392,10.528180425490063,0.0011756790933941108,0.0444628944077922
MMP1,MMP1,0.0019508964796137453,4,CLDN4,26.671751089263537,436.37717187417445,-5287.571441179691,-5.934169903111039,0.043700884354306954,SE,3171,1.1203362560905944e-05,2.1487538828949555,0.009924888610839844,10607.390091457535,-5288.153780600169,0.5823394204780925,0.4453968010121513,0.9332123449778408
MMP2,MMP2,0.033610722019298114,4,CLEC14A,26.671751089263537,24.525541238780836,-4413.381578514889,-1.3568425060274902,0.042624660943996896,SE,3171,0.00013677449852728818,0.10060884139370056,0.005320072174072266,8859.010366127932,-4426.118388305736,12.736809790846564,0.000358528723294671,0.02850040725895638
MMRN2,MMRN2,0.0017432761329123625,4,CRISPLD2,26.671751089263537,488.4503209558219,-4990.995625817861,-2.634272588616524,0.010205251546506994,SE,3171,2.2381614757646622e-05,5.371435310586307,0.008758068084716797,10014.238460733875,-4991.3132952833885,0.3176694655276151,0.5730115883722919,0.9929148290102869
MNDA,MNDA,0.005560983142439384,4,CTLA4,26.671751089263537,152.53549525492488,-2449.4173799077016,-1.8542681109335797,0.007734385264392397,SE,3171,2.0204314153927056e-05,0.4841297832872425,0.008391857147216797,4931.081968913557,-2451.3002004182026,1.8828205105010056,0.17001392431716156,0.5874994118861732
MRC1,MRC1,0.010641351660146533,4,CXCL12,26.671751089263537,79.30513314077217,-6103.755058162669,0.03305563604575643,0.03446636660058963,SE,3171,3.3066754266810344e-05,0.22097450674242802,0.008453130722045898,12239.757325423492,-6108.707984691637,4.9529265289675095,0.026046541970632275,0.2768399489422708
MYLK,MYLK,0.006459129517523856,4,CXCR4,26.671751089263537,131.20672140965783,-6057.4228899769005,-1.6994800692300847,0.02548025464457609,SE,3171,2.1974262202576505e-05,0.39174526237121193,0.007776021957397461,12147.092989051955,-6060.188057145198,2.7651671682979213,0.09633662270176513,0.5448319345888321
MYO5B,MYO5B,0.010792955347517319,4,DSP,26.671751089263537,78.17918878460618,-5497.64388642933,-9.183188106789752,0.19602669716068505,SE,3171,3.9410486382922e-05,0.2561808757062553,0.009527206420898438,11027.534981956815,-5502.586130213243,4.942243783913,0.026207993667197726,0.2768399489422708
MZB1,MZB1,8.725788359567232e-09,4,DUSP2,26.671751089263537,97755153.17589451,-3313.8258400570085,-2.287590980537983,5.837499906367325e-08,SE,3171,2.710461603288999e-05,257756411672.61362,0.0018198490142822266,6659.898889212171,-3313.8259207266256,8.066961709118914e-05,0.9928337951227523,0.9929148290102869
NARS,NARS,0.0029745340018540105,4,EGFR,26.671751089263537,285.9115190780403,-4665.505369824925,-1.9355565698780541,0.009046953900585438,SE,3171,2.985794385732519e-05,2.473879178040561,0.009775876998901367,9363.257948748003,-4665.934194806327,0.42882498140170355,0.512566075876209,0.9929148290102869
NOSTRIN,NOSTRIN,0.007361600360429737,4,ENAH,26.671751089263537,115.01730145432552,-4963.906343786864,-8.074349613882314,0.1334343151147916,SE,3171,4.0020295813752345e-05,0.5513101958277551,0.01061105728149414,9960.059896671883,-4965.891922415862,1.9855786289972457,0.15880394133737374,0.5874994118861732
NPM3,NPM3,0.0213868754459532,4,EPCAM,26.671751089263537,39.03085233486702,-5666.818347005361,-9.636492548414347,0.26633713391748326,SE,3171,9.273082657866276e-05,0.16032722990171436,0.008540868759155273,11365.883903108876,-5673.659012038577,6.840665033216283,0.008910566067232395,0.16336037789926058
OCIAD2,OCIAD2,0.008204887565947297,4,ERBB2,26.671751089263537,103.10831011718246,-3863.439528494866,-5.46258871061903,0.06375342048822068,SE,3171,2.523314119699384e-05,0.2808026170007544,0.007175922393798828,7759.126266087886,-3867.8375388555323,4.398010360666376,0.0359808847676385,0.3268300940989236
OXTR,OXTR,0.0032474842074459217,4,ESR1,26.671751089263537,261.80903637954214,-3368.344335020589,-2.8995556670290945,0.013902909384961129,SE,3171,7.890066695456999e-06,0.5490803618735566,0.008494138717651367,6768.9358791393315,-3370.176425926128,1.8320909055391894,0.1758807776736966,0.5874994118861732
PCLAF,PCLAF,0.005635872711087952,4,FASN,26.671751089263537,150.49726654677903,-5207.506153779304,-8.569920272567213,0.13778764720623352,SE,3171,2.7772183116920662e-05,0.6481020128602551,0.008842229843139648,10447.259516656763,-5209.836469690929,2.3303159116248935,0.12687612615140131,0.5857737679024041
PCOLCE,PCOLCE,0.0052317914909054625,4,FBLN1,26.671751089263537,162.18691372861272,-4981.113418692235,-1.918085709410579,0.014562383087781612,SE,3171,1.4301941944274142e-05,0.3866536214008784,0.009187936782836914,9994.474046482625,-4983.3602757904555,2.2468570982200617,0.13388608486213782,0.5874994118861732
PDE4A,PDE4A,0.00240820622155259,4,FGL2,26.671751089263537,353.3487289343133,-4473.522496931895,-1.96168571967494,0.0076168969893921235,SE,3171,7.519124819406959e-05,9.482291620379454,0.006710052490234375,8979.292202961944,-4473.903789113124,0.38129218122867314,0.5369124929201301,0.9929148290102869
PDGFRA,PDGFRA,0.00512406230199986,4,FOXA1,26.671751089263537,165.61469341537716,-5205.37158525233,-8.904688774967312,0.14302102254081667,SE,3171,3.299960517111295e-05,0.9296378215775962,0.006905794143676758,10442.990379602814,-5207.056005969591,1.684420717260764,0.19433807730187014,0.6021743240339639
PDGFRB,PDGFRB,0.009417590232126332,4,GATA3,26.671751089263537,89.72121812484068,-4940.567060383426,-8.456727482846755,0.15642402141929124,SE,3171,3.355564056399618e-05,0.28486371496201823,0.008131027221679688,9913.381329865006,-4944.810175105075,4.243114721649363,0.03940980274910477,0.3268300940989236
PDK4,PDK4,0.004003887720163128,4,GPR183,26.671751089263537,212.1876448993953,-4506.556115956062,-0.7499433506957845,0.005590735240076669,SE,3171,8.989470959503114e-06,0.4128428323812831,0.010550975799560547,9045.359441010278,-4508.478328095023,1.9222121389611857,0.1656130004891606,0.5874994118861732
PECAM1,PECAM1,1.3184839184588782e-08,4,HAVCR2,26.671751089263537,64694818.18659029,-4034.7183229220027,-1.984175990543762,7.238387099280386e-08,SE,3171,3.6814742756956353e-06,15333725068.360258,0.0018110275268554688,8101.683854942159,-4034.718409213358,8.629135527371545e-05,0.9925883063439477,0.9929148290102869
PELI1,PELI1,2.642298651088954e-08,4,HDC,26.671751089263537,32282148.054038003,-5465.446774977612,-5.990570267829808,1.168617885792036e-06,SE,3171,4.0886767183609556e-05,42402803107.39639,0.0023097991943359375,10963.140759053378,-5465.446858305517,8.332790457643569e-05,0.9927166821978523,0.9929148290102869
PIM1,PIM1,0.0013062325854592718,4,HMGA1,26.671751089263537,652.1630146401668,-5548.358888774434,-7.28009875554284,0.0510175277775745,SE,3171,1.007843095426686e-05,4.300239321466202,0.007316112518310547,11128.96498664702,-5548.62040303371,0.261514259276737,0.6090817419104395,0.9929148290102869
POLR2J3,POLR2J3,0.032303433604806454,4,HOXD9,26.671751089263537,25.552585648286126,-3154.922236539352,-2.2136985527563797,0.02843446961469421,SE,3171,9.086416803548192e-05,0.07197709155522831,0.008077859878540039,6342.091682176858,-3165.981778556143,11.059542016791056,0.0008823193499709614,0.0444628944077922
POSTN,POSTN,0.0046583969974768455,4,IGF1,26.671751089263537,182.25522982703313,-5060.758574327832,-1.730115992399031,0.0126806180646384,SE,3171,1.3119743392979305e-05,0.4463206636482156,0.010723114013671875,10153.764357753818,-5062.753324095581,1.9947497677485444,0.15784513419280544,0.5874994118861732
PPARG,PPARG,1.2616340077525252e-08,4,IGSF6,26.671751089263537,67610001.72077201,-4634.948865377548,-2.0070594401203765,7.569111382229538e-08,SE,3171,3.8272668096738836e-05,174099506553.8179,0.0018260478973388672,9302.14493985325,-4634.948946440296,8.106274799501989e-05,0.9928163551203404,0.9929148290102869
PRDM1,PRDM1,0.007752594122326743,4,IL3RA,26.671751089263537,109.1735076557658,-2594.088481400534,-2.3521830052654096,0.013216099356854574,SE,3171,4.844457849432578e-05,0.6027175715624782,0.008297204971313477,5220.424171899222,-2596.04922052293,1.9607391223962622,0.16143429271902277,0.5874994118861732
PTGDS,PTGDS,0.007149342044727131,4,ITGAX,26.671751089263537,118.45739886704492,-3773.607398454941,-2.002158863059528,0.012749614848260213,SE,3171,3.962773551541652e-05,0.5782901350636086,0.010349273681640625,7579.462006008036,-3775.19381514914,1.5864166941987605,0.20783883620823695,0.6145917469828547
PTN,PTN,2.0949410321233718e-08,4,ITM2C,26.671751089263537,40716695.80020247,-5410.639126358154,-2.053786003720324,1.4722668046387844e-07,SE,3171,0.0002873290868061189,474036274860.4821,0.0018031597137451172,10853.52546181446,-5410.6392065517875,8.019363394851098e-05,0.9928549675780607,0.9929148290102869
PTPRC,PTPRC,0.034869225366746845,4,KDR,26.671751089263537,23.60957688426828,-4064.523148816244,-1.8122355245088726,0.03981894515007893,SE,3171,0.00017285930899786747,0.1187392786150394,0.005717039108276367,8161.293506730642,-4077.6859325864452,13.162783770201258,0.00028556433106952106,0.02850040725895638
PTRHD1,PTRHD1,1.6961370721516727e-08,4,KLF5,26.671751089263537,50290202.64046086,-5589.123061534441,-7.907351242549082,1.282855162913906e-06,SE,3171,1.0810003811967718e-06,2720692985.7040267,0.01689004898071289,11210.493332167036,-5590.031961279965,0.9088997455237404,0.34040651722247306,0.8229608108675173
QARS,QARS,4.271339033540276e-09,4,KLRB1,26.671751089263537,199701024.61347806,-3774.496491626898,-1.4209879484248,1.3280998413690214e-08,SE,3171,1.2833972939083764e-05,509340945502.79877,0.001714944839477539,7581.24019235195,-3774.4965717730183,8.014612012630096e-05,0.9928570845106144,0.9929148290102869
RAB30,RAB30,1.2729266759456525e-08,4,KRT15,26.671751089263537,67010204.93747751,-3300.205176857814,-2.7295274511092527,1.1819463722553144e-07,SE,3171,5.634827296731285e-07,2517963378.5913796,0.016431093215942383,6632.657562813782,-3302.2939807549387,2.0888038971247624,0.14838220437045202,0.5874994118861732
RAMP2,RAMP2,0.00533774890776067,4,KRT7,26.671751089263537,158.95047690381617,-5053.451818563353,-8.022110211197324,0.11873275439039026,SE,3171,2.55203093981025e-05,0.6631143828377611,0.008889198303222656,10139.15084622486,-5055.240471193074,1.7886526297206728,0.1810904127895575,0.5874994118861732
RAPGEF3,RAPGEF3,0.0056212299742478215,4,KRT8,26.671751089263537,150.89151869425382,-5300.052016325993,-8.93350555341747,0.1493163179866517,SE,3171,2.754668939534493e-05,0.6461540045894073,0.008392095565795898,10632.351241750139,-5301.867327909138,1.815311583145558,0.17787236687602537,0.5874994118861732
RHOH,RHOH,0.001352892095374413,4,LARS,26.671751089263537,629.641331732814,-5472.24735193945,-7.236544087003709,0.051415681503281796,SE,3171,8.036655447357289e-06,3.1972322169956726,0.007704973220825195,10976.741912977053,-5472.605431312422,0.35807937297249737,0.5495748422044682,0.9929148290102869
RORC,RORC,0.005515723726440352,4,LDHB,26.671751089263537,153.7941285084124,-5587.495624210007,-0.49500980046412857,0.013284527598829992,SE,3171,2.160895581416751e-05,0.5262209220532397,0.009418010711669922,11207.238457518168,-5589.1889332871,1.6933090770926356,0.19316533377858192,0.6021743240339639
RTKN2,RTKN2,0.009785798545563341,4,LUM,26.671751089263537,86.31320021517855,-6779.2020784561755,-0.9043344281848814,0.0501364986636041,SE,3171,2.257691384458858e-05,0.17778018751199992,0.009192943572998047,13590.651366010505,-6784.715995327588,5.513916871412221,0.018865751816882104,0.25940408748212895
RUNX1,RUNX1,0.004383599033526518,4,LYPD3,26.671751089263537,193.733872335608,-5583.133868121156,-8.949365134718485,0.13840653546462156,SE,3171,9.176189448308813e-06,0.3521275016170224,0.009392976760864258,11198.514945340467,-5585.856437738325,2.722569617169029,0.09893862138540432,0.5448319345888321
S100A14,S100A14,0.00104995968413196,4,LYZ,26.671751089263537,811.5503786053488,-5378.939841732055,-1.7991774953310293,0.004702508080459325,SE,3171,1.4908735736048413e-05,9.834958736626044,0.008252859115600586,10790.126892562264,-5379.116427084675,0.17658535261944053,0.6743243073110707,0.9929148290102869
S100A4,S100A4,0.01731789242580467,4,MKI67,26.671751089263537,48.401893362448966,-5480.346391384503,-5.310736230731823,0.10078955322012881,SE,3171,3.3262586444438164e-05,0.08626289942622561,0.007063865661621094,10992.939991867159,-5492.932415980358,12.586024595855633,0.000388641917167587,0.02850040725895638
SCD,SCD,0.005950669673646462,4,MLPH,26.671751089263537,142.49067167535966,-5801.840555945504,-10.121610133571785,0.19653110089523604,SE,3171,5.3324055284593926e-05,1.117670866131423,0.009557962417602539,11635.928320989162,-5803.050865885591,1.2103099400865176,0.27127074773992144,0.7277995671071064
SDC4,SDC4,0.0032288543659917007,4,MMP2,26.671751089263537,263.3245435432166,-5996.8008707000445,-1.2292092560059813,0.011895953500602815,SE,3171,2.4971762363187527e-05,1.7577939945728134,0.008610725402832031,12025.848950498243,-5997.624177714029,0.8233070139849588,0.3642150435589445,0.8615839740104064
SEC11C,SEC11C,0.02268398117914163,4,MMRN2,26.671751089263537,36.7502314348601,-3520.2532436642327,-1.9945349632814144,0.023742664226301436,SE,3171,0.0001392573117575677,0.21515545786889415,0.00701594352722168,7072.753696426619,-3525.2651120428095,5.011868378576764,0.025174123793418768,0.2768399489422708
SEC24A,SEC24A,0.0016349429315787498,4,MYLK,26.671751089263537,520.8721218396291,-4554.108343043723,-1.5071991693537157,0.004328971904025358,SE,3171,1.3447661773213323e-05,3.667557693492707,0.007258176803588867,9140.4638951856,-4554.518043393803,0.4097003500801293,0.5221216349977866,0.9929148290102869
SELL,SELL,0.002458150847643057,4,MYO5B,26.671751089263537,346.15207032853687,-5556.491748026585,-8.42733733664204,0.09577117640822193,SE,3171,1.8866135224284375e-05,2.283965277765529,0.008665084838867188,11145.230705151323,-5557.052043261525,0.5602952349399857,0.4541413123889061,0.9425574408071635
SERHL2,SERHL2,0.0022786200556211486,4,NARS,26.671751089263537,373.49234292188146,-4702.0420064234,-8.311381851453637,0.08765711076625543,SE,3171,7.590474307394208e-06,1.0686223407474618,0.00949406623840332,9436.331221944954,-4703.011553513113,0.9695470897122505,0.3247931593851703,0.8136919931707751
SERPINA3,SERPINA3,0.002222947240677856,4,NOSTRIN,26.671751089263537,382.86767046316834,-3774.0798569463677,-2.1222107402274957,0.007101358790702845,SE,3171,1.4176736320401698e-05,2.0966043938881285,0.007969141006469727,7580.406922990889,-3774.759272835241,0.6794158888733364,0.4097879332507496,0.9015334531516491
SERPINB9,SERPINB9,1.0747926736423629e-08,4,OCIAD2,26.671751089263537,79363285.29802568,-5331.022138298267,-4.519479722232994,2.7865734181990695e-07,SE,3171,4.385636565774348e-06,27488992076.665356,0.001867055892944336,10694.291485694688,-5331.022222707468,8.440920100838412e-05,0.9926695802024766,0.9929148290102869
SFRP4,SFRP4,0.004076485231372807,4,OXTR,26.671751089263537,208.39363632107526,-3173.9073691520207,-2.764927645786632,0.014004137316359794,SE,3171,2.8358738903600807e-05,1.256783637324923,0.009505033493041992,6380.061947402195,-3174.874180147257,0.9668109952363011,0.32547679726831,0.8136919931707751
SH3YL1,SH3YL1,0.007256698998151785,4,PCLAF,26.671751089263537,116.69229879217255,-5812.814241607002,-6.998089856857385,0.11070778301462218,SE,3171,1.9803994497306968e-05,0.28063784580815937,0.008944988250732422,11657.875692312158,-5816.498592568823,3.68435096182111,0.05492534447013575,0.4166750270148229
SLAMF1,SLAMF1,0.003848548529087044,4,PCOLCE,26.671751089263537,220.78661663210113,-3195.163842098478,-2.396223512918974,0.010759496764676319,SE,3171,6.381680624497179e-06,0.31701169456062017,0.008973121643066406,6422.57489329511,-3197.8474673853884,2.683625286910228,0.10138468673158918,0.5448319345888321
SLAMF7,SLAMF7,0.009351068673029076,4,PDGFRA,26.671751089263537,90.3655442228907,-5529.37168379881,-1.427107769549128,0.025096149338719276,SE,3171,4.471742770816586e-05,0.384933943220518,0.008085966110229492,11090.990576695775,-5532.349025572978,2.9773417741671437,0.08443784602860105,0.5307521750369208
SLC25A37,SLC25A37,0.011171338359835328,4,PDGFRB,26.671751089263537,75.50229965884445,-5806.175743544609,-1.0184705572555677,0.032131996914043524,SE,3171,2.968968450239257e-05,0.18042146981586574,0.00812077522277832,11644.598696187371,-5812.204393314216,6.028649769607,0.01407549621558235,0.2190639525755964
SLC5A6,SLC5A6,0.018132303567416286,4,PECAM1,26.671751089263537,46.18961369928207,-5387.457006718179,-0.9821028834098668,0.039733195457201484,SE,3171,0.0001137169441256492,0.2699136369565228,0.0075070858001708984,10807.161222534512,-5391.811554664488,4.35454794630823,0.03691025391516878,0.3268300940989236
SMAP2,SMAP2,0.004425286710012449,4,POSTN,26.671751089263537,191.90079919712971,-6725.506022191052,-2.1283265914680896,0.0284177717860139,SE,3171,1.0273015779362654e-05,0.3868917910441216,0.007233142852783203,13483.259253480257,-6728.187258695956,2.6812365049045184,0.10153686053700961,0.5448319345888321
SMS,SMS,1.4737457984156631e-08,4,PTRHD1,26.671751089263537,57879097.83756691,-5344.623174523556,-5.205950257618845,4.976898758726059e-07,SE,3171,3.091674273468519e-05,103068071753.0136,0.0018918514251708984,10721.493558145266,-5344.623256247608,8.17240515971207e-05,0.9927871136247692,0.9929148290102869
